validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
3684.249267578125,1752593988,,False,1,f008ca30,2025-07-15_16-39-48,8.72378420829773,8.72378420829773,63228,sapien-desktop,192.168.1.136,8.72378420829773,1
3599.537353515625,1752593996,,False,2,f008ca30,2025-07-15_16-39-56,7.647122383117676,16.370906591415405,63228,sapien-desktop,192.168.1.136,16.370906591415405,2
3550.5751953125,1752594003,,False,3,f008ca30,2025-07-15_16-40-03,7.6172120571136475,23.988118648529053,63228,sapien-desktop,192.168.1.136,23.988118648529053,3
3517.721435546875,1752594011,,False,4,f008ca30,2025-07-15_16-40-11,7.6418187618255615,31.629937410354614,63228,sapien-desktop,192.168.1.136,31.629937410354614,4
3496.58740234375,1752594019,,False,5,f008ca30,2025-07-15_16-40-19,7.649156332015991,39.279093742370605,63228,sapien-desktop,192.168.1.136,39.279093742370605,5
3484.90869140625,1752594026,,False,6,f008ca30,2025-07-15_16-40-26,7.641828298568726,46.92092204093933,63228,sapien-desktop,192.168.1.136,46.92092204093933,6
3481.889404296875,1752594034,,False,7,f008ca30,2025-07-15_16-40-34,7.669256210327148,54.59017825126648,63228,sapien-desktop,192.168.1.136,54.59017825126648,7
3472.052490234375,1752594042,,False,8,f008ca30,2025-07-15_16-40-42,7.669109106063843,62.25928735733032,63228,sapien-desktop,192.168.1.136,62.25928735733032,8
3470.46533203125,1752594049,,False,9,f008ca30,2025-07-15_16-40-49,7.656207799911499,69.91549515724182,63228,sapien-desktop,192.168.1.136,69.91549515724182,9
3465.16796875,1752594057,,False,10,f008ca30,2025-07-15_16-40-57,7.62821888923645,77.54371404647827,63228,sapien-desktop,192.168.1.136,77.54371404647827,10
3463.874267578125,1752594065,,False,11,f008ca30,2025-07-15_16-41-05,7.64806604385376,85.19178009033203,63228,sapien-desktop,192.168.1.136,85.19178009033203,11
3458.64892578125,1752594072,,False,12,f008ca30,2025-07-15_16-41-12,7.692231893539429,92.88401198387146,63228,sapien-desktop,192.168.1.136,92.88401198387146,12
3459.69189453125,1752594080,,False,13,f008ca30,2025-07-15_16-41-20,7.6731884479522705,100.55720043182373,63228,sapien-desktop,192.168.1.136,100.55720043182373,13
3455.0791015625,1752594088,,False,14,f008ca30,2025-07-15_16-41-28,7.98422646522522,108.54142689704895,63228,sapien-desktop,192.168.1.136,108.54142689704895,14
3455.806640625,1752594096,,False,15,f008ca30,2025-07-15_16-41-36,7.871723175048828,116.41315007209778,63228,sapien-desktop,192.168.1.136,116.41315007209778,15
3452.9833984375,1752594104,,False,16,f008ca30,2025-07-15_16-41-44,7.839421272277832,124.25257134437561,63228,sapien-desktop,192.168.1.136,124.25257134437561,16
3451.822509765625,1752594111,,False,17,f008ca30,2025-07-15_16-41-51,7.82284688949585,132.07541823387146,63228,sapien-desktop,192.168.1.136,132.07541823387146,17
3448.816162109375,1752594119,,False,18,f008ca30,2025-07-15_16-41-59,7.8397216796875,139.91513991355896,63228,sapien-desktop,192.168.1.136,139.91513991355896,18
3446.658203125,1752594127,,False,19,f008ca30,2025-07-15_16-42-07,7.831904172897339,147.7470440864563,63228,sapien-desktop,192.168.1.136,147.7470440864563,19
3450.655029296875,1752594135,,False,20,f008ca30,2025-07-15_16-42-15,7.889244556427002,155.6362886428833,63228,sapien-desktop,192.168.1.136,155.6362886428833,20
