,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
AC073254.1,0.9466,0.0534,2.8750656948042224,1.2483478e-07,8.781756e-07,1e-07,0.5,-4.6662197,-5.0863676,2.5763328,-11.187378,4.710697,0.00048325054,0.0,0.00048520135856380397,0.0,0.0047247494,0.0,True,Tumor vs Normal,Tumor,Normal
DPH1,0.9359999999999999,0.06400000000000006,2.6827322475516926,2.690797e-06,1.6067428e-05,1e-07,0.5,-4.663024,-5.2779503,2.2583425,-9.157572,2.9655437,0.0058892462,0.01721567,0.013585638039786518,0.06818181818181818,0.0538118,0.13563435,True,Tumor vs Normal,Tumor,Normal
IGKV3D-11,0.9538,0.04620000000000002,3.0274740018106154,1.2337873e-07,8.7394335e-07,1e-07,0.5,-4.6574454,-5.125492,2.363964,-11.447393,3.7852,0.00036428368,0.0,0.00048520135856380397,0.0,0.0033029716,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-27,0.9493999999999999,0.05060000000000009,2.931878442728325,2.630741e-07,1.2033144e-06,1e-07,0.5,-4.649301,-5.076398,2.7989457,-12.868982,7.243067,0.00018396611,0.0,0.00048520135856380397,0.0,0.0017479542,0.0,True,Tumor vs Normal,Tumor,Normal
PDXP,0.9382,0.061799999999999966,2.7200596302771367,3.2143754e-07,4.216255e-06,1e-07,0.5,-4.62643,-4.8331347,3.153025,-13.594383,7.2710743,0.00068188546,0.0059910486,0.0024260067928190197,0.022727272727272728,0.005919196,0.054245573,True,Tumor vs Normal,Tumor,Normal
TRAV12-1,0.9478,0.052200000000000024,2.8990608336247803,2.4605583e-07,8.49295e-07,1e-07,0.5,-4.6240635,-5.0727873,2.9473665,-12.8566475,7.849107,0.00072051183,0.0,0.0009704027171276079,0.0,0.0062156776,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV2-14,0.962,0.038000000000000034,3.23142803817647,3.694279e-06,3.0178655e-05,1e-07,0.5,-4.599409,-4.7146254,2.736338,-11.338704,4.813443,0.0039534536,0.04401423,0.006307617661329451,0.09090909090909091,0.041209243,0.36613965,True,Tumor vs Normal,Tumor,Normal
IGLV7-43,0.9420000000000001,0.05799999999999994,2.787562102231878,1.9304376e-07,1.0676569e-06,1e-07,0.5,-4.58565,-5.02641,2.7440631,-11.827133,5.5801697,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
ZMYM4-AS1,0.9388,0.06120000000000003,2.7304551217118043,1.8321106e-07,1.5105071e-06,1e-07,0.5,-4.5812416,-4.960517,2.855931,-12.95387,5.226425,0.0004937188,0.0,0.0019408054342552159,0.0,0.004126683,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV13-1,0.9483999999999999,0.05160000000000009,2.911254498449375,2.731713e-07,1.222937e-06,1e-07,0.5,-4.5621996,-4.928643,3.041542,-12.383907,7.569664,0.0010391677,0.0,0.001455604075691412,0.0,0.008707367,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV12-2,0.951,0.049000000000000044,2.9656935708683982,1.6949906e-07,1.2365855e-06,1e-07,0.5,-4.5552845,-4.8697243,2.5312557,-12.223906,5.9815445,0.00059867854,0.0,0.0009704027171276079,0.0,0.00497658,0.0,True,Tumor vs Normal,Tumor,Normal
ELL3,0.9411999999999999,0.058800000000000074,2.7730136425053464,1.648681e-07,1.2234588e-06,1e-07,0.5,-4.548603,-4.828477,2.7447884,-12.815844,7.8622656,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV8-4,0.9418,0.05820000000000003,2.7839074218687356,1.9887464e-07,1.1258595e-06,1e-07,0.5,-4.5130095,-4.8557634,2.6993237,-12.539959,7.0060253,0.00031190252,0.0,0.0009704027171276079,0.0,0.0024226767,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV1-44,0.9461999999999999,0.05380000000000007,2.867180320724309,2.7909337e-07,1.8136043e-06,1e-07,0.5,-4.5017495,-4.7292633,2.945763,-12.360783,6.3477926,0.0,0.013110909,0.0,0.022727272727272728,0.0,0.1210899,True,Tumor vs Normal,Tumor,Normal
TRAV21,0.9484,0.05159999999999998,2.911254498449377,2.7286194e-07,1.4008743e-06,1e-07,0.5,-4.493243,-4.820408,3.0542212,-14.111603,8.073724,0.0011315425,0.0,0.001455604075691412,0.0,0.008747463,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV20,0.9460000000000001,0.05399999999999994,2.863258347873262,2.8673946e-07,9.906547e-07,1e-07,0.5,-4.4926505,-4.888731,2.9713488,-13.936775,8.954015,0.00020434042,0.0,0.00048520135856380397,0.0,0.0016708861,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV1-51,0.9676,0.032399999999999984,3.3966600576305104,1.4733124e-06,5.097736e-06,1e-07,0.5,-4.475607,-4.984379,2.771143,-10.776284,6.5044928,0.001097871,0.0,0.0029112081513828236,0.0,0.009670771,0.0,True,Tumor vs Normal,Tumor,Normal
HDAC11-AS1,0.9544,0.045599999999999974,3.041174945442932,1.2768508e-07,9.116021e-07,1e-07,0.5,-4.449334,-4.8326597,2.2592816,-10.643188,4.2142467,9.955458e-05,0.0,0.00048520135856380397,0.0,0.00078978814,0.0,True,Tumor vs Normal,Tumor,Normal
AC083949.1,0.9512,0.048799999999999955,2.969993838112496,4.1604216e-07,3.0965923e-06,1e-07,0.5,-4.426167,-4.725643,2.6681945,-11.543608,4.7397614,0.0005284717,0.0,0.0019408054342552159,0.0,0.0045974357,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV11-3,0.9441999999999999,0.05580000000000007,2.8285639701044425,1.362308e-07,4.0519802e-07,1e-07,0.5,-4.3962684,-4.8278008,2.6983087,-11.624113,5.5105247,0.00025636863,0.0,0.00048520135856380397,0.0,0.0019355959,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV1-18,0.9532,0.04679999999999995,3.0139413391167738,8.408429e-07,5.0935546e-06,1e-07,0.5,-4.3913445,-4.467613,2.5250478,-11.305093,3.7205334,0.0010648654,0.0,0.0024260067928190197,0.0,0.009793955,0.0,True,Tumor vs Normal,Tumor,Normal
ASTL,0.9490000000000001,0.050999999999999934,2.923582980344599,4.3984255e-07,3.1262584e-06,1e-07,0.5,-4.382821,-4.619169,2.6505299,-11.546763,4.707242,0.00050130597,0.013943889,0.0019408054342552159,0.022727272727272728,0.0041446732,0.13689777,True,Tumor vs Normal,Tumor,Normal
P2RY12,0.937,0.06299999999999994,2.699548407789103,5.643915e-07,4.7163826e-06,1e-07,0.5,-4.3699822,-4.7038803,3.0958397,-12.883297,7.0397625,0.001042778,0.02287292,0.0024260067928190197,0.06818181818181818,0.00918816,0.18345545,True,Tumor vs Normal,Tumor,Normal
AC009065.4,0.955,0.04500000000000004,3.0550486389594163,1.5119753e-07,1.1503566e-06,1e-07,0.5,-4.366778,-4.7878466,2.180761,-9.882923,4.541868,0.0,0.007803745,0.0,0.022727272727272728,0.0,0.068742976,True,Tumor vs Normal,Tumor,Normal
SMARCA5-AS1,0.9426,0.05740000000000001,2.798597547557051,3.8039394e-07,2.6217785e-06,1e-07,0.5,-4.3300433,-4.5805264,2.8301218,-12.549124,5.9209595,0.00082491495,0.007814044,0.0019408054342552159,0.022727272727272728,0.007418591,0.06211315,True,Tumor vs Normal,Tumor,Normal
IGKV2-29,0.9414,0.058599999999999985,2.776633272358103,1.7142384e-07,8.939376e-07,1e-07,0.5,-4.320788,-4.768471,2.6899107,-10.733231,4.82913,0.0,0.0070349155,0.0,0.022727272727272728,0.0,0.05808746,True,Tumor vs Normal,Tumor,Normal
LEKR1,0.959,0.041000000000000036,3.152318774704249,8.0487274e-07,6.532929e-06,1e-07,0.5,-4.309019,-4.629134,2.1033351,-9.882014,3.5102444,0.0015639132,0.01439242,0.0029112081513828236,0.045454545454545456,0.014794834,0.11947172,True,Tumor vs Normal,Tumor,Normal
IGKV1D-16,0.9434,0.056599999999999984,2.813481219562552,2.3637749e-07,1.2406399e-06,1e-07,0.5,-4.2956448,-4.693012,2.910219,-12.219116,5.252487,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV22,0.9416,0.05840000000000001,2.780264505499244,1.4962514e-07,8.6488535e-07,1e-07,0.5,-4.283893,-4.554722,2.6458268,-12.3084545,6.129818,0.00022047723,0.0,0.00048520135856380397,0.0,0.0019735072,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV41,0.943,0.05700000000000005,2.806014849964779,1.3951875e-07,9.747586e-07,1e-07,0.5,-4.276049,-4.5339613,2.6095533,-12.421101,6.169056,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
CRYBB2,0.9368,0.06320000000000003,2.6961653635774967,2.4777495e-07,1.0196183e-06,1e-07,0.5,-4.273166,-4.670186,2.7110417,-10.796446,6.187872,0.00023037416,0.0,0.0009704027171276079,0.0,0.001871476,0.0,True,Tumor vs Normal,Tumor,Normal
GSTM2,0.9648,0.03520000000000001,3.310874469642843,1.736553e-06,1.2262996e-05,1e-07,0.5,-4.2701755,-4.6432896,2.3769767,-10.167172,5.7518005,0.0023838114,0.02933442,0.007278020378457059,0.06818181818181818,0.020016836,0.24856505,True,Tumor vs Normal,Tumor,Normal
ZNF888,0.942,0.05800000000000005,2.7875621022318757,4.5311512e-07,2.817977e-06,1e-07,0.5,-4.269192,-4.7731867,2.3951068,-9.52335,4.8212757,0.0005161469,0.0,0.001455604075691412,0.0,0.0044035316,0.0,True,Tumor vs Normal,Tumor,Normal
CD274,0.9545999999999999,0.04540000000000011,3.0457800897357905,8.7375985e-05,2.678817e-06,1e-07,0.5,4.266905,4.4733024,2.4610484,-4.785639,11.880278,0.08813946,0.0,0.12372634643377041,0.0,0.9979294,0.0,True,Tumor vs Normal,Tumor,Normal
HIST1H2BK,0.9396,0.06040000000000001,2.744464992923915,4.425078e-06,2.7238453e-05,1e-07,0.5,-4.2646728,-4.454648,2.623765,-11.725552,5.296217,0.007506045,0.05310748,0.019408054342552175,0.15909090909090912,0.06934009,0.43374464,True,Tumor vs Normal,Tumor,Normal
ACTN2,0.9502,0.049799999999999955,2.948657314443122,7.231636e-07,4.7463136e-06,1e-07,0.5,-4.258999,-4.357111,2.768856,-12.293421,5.714073,0.0017077955,0.007814044,0.0033964095099466274,0.022727272727272728,0.015809253,0.06211315,True,Tumor vs Normal,Tumor,Normal
IGKV3-20,0.9408000000000001,0.05919999999999992,2.7658088769647513,4.7614685e-06,2.7072978e-05,1e-07,0.5,-4.2545075,-4.5273757,2.839187,-11.531242,4.003154,0.008389003,0.0,0.012615235322658909,0.0,0.098012045,0.0,True,Tumor vs Normal,Tumor,Normal
LTB4R2,0.9408,0.05920000000000003,2.7658088769647486,8.856469e-07,5.752333e-06,1e-07,0.5,-4.2338953,-4.6387873,2.176052,-9.895477,3.2784996,0.0012189533,0.0062071905,0.004366812227074236,0.022727272727272728,0.010246795,0.046846207,True,Tumor vs Normal,Tumor,Normal
TRBV6-2,0.9374,0.06259999999999999,2.706344658305962,2.5435799e-07,1.4705545e-06,1e-07,0.5,-4.1968455,-4.612631,2.9907274,-13.542578,7.533371,0.00079527125,0.0,0.001455604075691412,0.0,0.007197818,0.0,True,Tumor vs Normal,Tumor,Normal
IGHG3,0.9476,0.0524,2.8950257006709337,0.00018411815,5.227339e-06,1e-07,0.5,4.1430907,4.520256,2.476593,-5.3390036,10.27911,0.1531929,0.0,0.20184376516254351,0.0,1.9528996,0.0,True,Tumor vs Normal,Tumor,Normal
HIST1H2BB,0.9486,0.0514,2.9153488569717028,3.443872e-07,2.0446096e-06,1e-07,0.5,-4.132897,-4.371044,2.565358,-12.477972,5.5353804,0.00038974208,0.0,0.0009704027171276079,0.0,0.0033403235,0.0,True,Tumor vs Normal,Tumor,Normal
CD1C,0.9416,0.05840000000000001,2.780264505499244,2.1110398e-05,0.0001672557,1e-07,0.5,-4.118449,-4.4173384,4.285595,-14.844851,10.639725,0.044542786,0.37601605,0.06744298884036866,0.3636363636363636,0.3766866,3.1447334,True,Tumor vs Normal,Tumor,Normal
IGHV3-21,0.9454,0.05459999999999998,2.8515740630356436,7.0435766e-07,3.6656397e-06,1e-07,0.5,-4.117201,-4.3102074,2.9702332,-12.270105,6.254326,0.00047962717,0.0,0.0019408054342552159,0.0,0.003866273,0.0,True,Tumor vs Normal,Tumor,Normal
NACA2,0.9441999999999999,0.05580000000000007,2.8285639701044425,5.633863e-07,5.3241115e-06,1e-07,0.5,-4.07248,-4.136553,2.6354458,-12.410451,6.6488495,0.00033899862,0.021506593,0.0009704027171276079,0.045454545454545456,0.002706993,0.1891025,True,Tumor vs Normal,Tumor,Normal
BCKDHA,0.945,0.05500000000000005,2.843851571025116,4.2332476e-06,2.4174571e-05,1e-07,0.5,-4.049609,-4.3748307,2.4402144,-10.489621,4.716463,0.0068374947,0.04202874,0.019408054342552175,0.13636363636363638,0.061505638,0.34817636,True,Tumor vs Normal,Tumor,Normal
TRBV28,0.9502,0.049799999999999955,2.948657314443122,9.667733e-07,3.853346e-06,1e-07,0.5,-4.047135,-4.2202997,2.9796162,-12.691145,6.7696924,0.0028000567,0.033707462,0.0024260067928190197,0.022727272727272728,0.023236357,0.33810344,True,Tumor vs Normal,Tumor,Normal
LINC00278,0.9348000000000001,0.06519999999999992,2.662872991055351,8.344296e-07,2.973491e-06,1e-07,0.5,-4.01979,-4.6119833,3.0573256,-10.77883,6.8168755,0.001746727,0.020835128,0.0033964095099466274,0.06818181818181818,0.017947879,0.17672515,True,Tumor vs Normal,Tumor,Normal
BSCL2,0.9496,0.0504,2.936049480336206,1.626395e-06,1.0821545e-05,1e-07,0.5,-4.0067763,-4.3945875,2.2003639,-10.101533,4.6629047,0.0049503963,0.0,0.01067442988840369,0.0,0.04961276,0.0,True,Tumor vs Normal,Tumor,Normal
RPS10-NUDT3,0.937,0.06299999999999994,2.699548407789103,1.2063711e-07,8.0045845e-07,1e-07,0.5,-3.947519,-4.3261595,2.1735058,-9.155457,4.5260525,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-9,0.9550000000000001,0.04499999999999993,3.055048638959419,6.939185e-07,2.8073005e-06,1e-07,0.5,-3.941323,-4.4539156,2.639539,-10.234428,5.419057,0.0013828978,0.0,0.0024260067928190197,0.0,0.012810162,0.0,True,Tumor vs Normal,Tumor,Normal
CCL24,0.9438,0.05620000000000003,2.820997355052179,2.5185384e-06,6.4846827e-06,1e-07,0.5,-3.9394593,-4.437457,3.113588,-12.504711,10.108619,0.003041961,0.011203765,0.0048520135856380394,0.022727272727272728,0.029836826,0.091598414,True,Tumor vs Normal,Tumor,Normal
IGLV3-21,0.9611999999999999,0.03880000000000006,3.209762009904821,1.6955474e-06,6.7824444e-06,1e-07,0.5,-3.9379485,-4.4336996,2.3499923,-9.607509,4.8376646,0.0026177124,0.010040408,0.004366812227074236,0.022727272727272728,0.025032349,0.085374005,True,Tumor vs Normal,Tumor,Normal
ARHGEF18,0.9452,0.05479999999999996,2.8477061794568197,6.453454e-07,3.1654824e-06,1e-07,0.5,-3.930659,-4.3264,2.142599,-8.919889,3.2968655,0.00096811337,0.010457679,0.0019408054342552159,0.022727272727272728,0.008964344,0.09206421,True,Tumor vs Normal,Tumor,Normal
IGLC2,0.9618000000000001,0.0381999999999999,3.225970761848137,0.0006672973,2.29971e-05,1e-07,0.5,3.9290237,4.165816,2.3876283,-4.2475796,12.009801,0.44680995,0.0153279975,0.421154779233375,0.045454545454545456,5.773316,0.121544965,True,Tumor vs Normal,Tumor,Normal
NOMO2,0.9382,0.061799999999999966,2.7200596302771367,7.869307e-07,4.369023e-06,1e-07,0.5,-3.9271743,-4.204713,2.3735106,-10.092241,4.2651634,0.0015179403,0.0,0.0048520135856380394,0.0,0.012887904,0.0,True,Tumor vs Normal,Tumor,Normal
PRH1,0.95,0.050000000000000044,2.9444387896927755,6.0637103e-07,4.447909e-06,1e-07,0.5,-3.9262261,-4.1115475,2.3404844,-10.531294,4.3609486,0.00087146694,0.020466954,0.0024260067928190197,0.06818181818181818,0.00811859,0.17512597,True,Tumor vs Normal,Tumor,Normal
IGHG1,0.9456,0.054400000000000004,2.8554553195417203,0.00022823611,3.3677336e-06,1e-07,0.5,3.9230235,3.7031918,2.8490295,-7.0690527,12.970398,0.14828111,0.0,0.15089762251334365,0.0,2.0196626,0.0,True,Tumor vs Normal,Tumor,Normal
C8orf37-AS1,0.9512,0.048799999999999955,2.969993838112496,1.8877067e-07,7.272806e-07,1e-07,0.5,-3.8991585,-4.336443,2.3846009,-9.475281,4.080488,7.596587e-05,0.0,0.00048520135856380397,0.0,0.0006080374,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV2D-29,0.9578,0.042200000000000015,3.122218540340339,2.5406823e-07,1.0703609e-06,1e-07,0.5,-3.883309,-4.0763664,2.4593828,-10.526249,5.733425,0.001224782,0.0,0.00048520135856380397,0.0,0.010404391,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-16,0.9554,0.04459999999999997,3.0643960281814424,3.3762683e-06,3.6152117e-06,1e-07,0.5,-3.8760219,-4.2556286,2.6342256,-10.474196,10.851361,0.0010141515,0.0,0.0009704027171276079,0.0,0.011383179,0.0,True,Tumor vs Normal,Tumor,Normal
SH2D6,0.9348000000000001,0.06519999999999992,2.662872991055351,3.4297247e-07,2.3104494e-06,1e-07,0.5,-3.8673778,-4.0056887,2.6138353,-12.02114,7.3604603,0.00036667674,0.0,0.00048520135856380397,0.0,0.0039636455,0.0,True,Tumor vs Normal,Tumor,Normal
UQCRHL,0.9543999999999999,0.045600000000000085,3.0411749454429295,3.0729316e-06,1.461233e-05,1e-07,0.5,-3.852384,-4.2722063,2.2457843,-9.544047,4.2165413,0.00710388,0.0219111,0.012130033964095104,0.06818181818181818,0.073919035,0.1736526,True,Tumor vs Normal,Tumor,Normal
IGHV4-59,0.9468000000000001,0.053199999999999914,2.8790293038842174,4.523783e-07,2.066414e-06,1e-07,0.5,-3.8475156,-4.0600004,2.6508713,-11.461662,5.1072903,7.499024e-05,0.0,0.00048520135856380397,0.0,0.00057338126,0.0,True,Tumor vs Normal,Tumor,Normal
TRIM34,0.9583999999999999,0.04160000000000008,3.137164830143435,4.2708209e-07,2.6704547e-06,1e-07,0.5,-3.8130012,-3.9143867,2.2604432,-10.104994,4.1629257,0.00067900785,0.025154116,0.0024260067928190197,0.06818181818181818,0.00563514,0.211124,True,Tumor vs Normal,Tumor,Normal
PTGS2,0.9456,0.054400000000000004,2.8554553195417203,0.0018258408,0.00010511514,1e-07,0.5,3.7916968,4.1147547,3.1998472,-8.111517,11.726594,1.0553733,0.09729464,0.5696263949538919,0.18181818181818185,12.610855,0.8138595,True,Tumor vs Normal,Tumor,Normal
GPR174,0.947,0.05300000000000005,2.88300700151439,7.0327224e-07,2.6236746e-06,1e-07,0.5,-3.7671492,-4.14349,2.4400322,-10.295416,5.6327047,0.0015158644,0.0,0.0038816108685104313,0.0,0.013175149,0.0,True,Tumor vs Normal,Tumor,Normal
UBE2Q2L,0.9414,0.058599999999999985,2.776633272358103,1.08137904e-07,8.2989607e-07,1e-07,0.5,-3.7635832,-3.950714,2.033582,-10.025602,3.4954643,0.00011583213,0.0,0.00048520135856380397,0.0,0.0008802139,0.0,True,Tumor vs Normal,Tumor,Normal
AC133644.2,0.9472,0.05279999999999996,2.886998894581037,1.4894821e-05,9.64091e-07,1e-07,0.5,3.7435262,4.006525,2.5802522,-5.944313,10.95634,0.017587457,0.0,0.0344492964580301,0.0,0.18352897,0.0,True,Tumor vs Normal,Tumor,Normal
IL1RN,0.9464,0.05359999999999998,2.871116068586631,0.0018769853,0.00014946854,1e-07,0.5,3.729139,3.9157963,3.2605987,-9.492252,14.119249,0.9410175,0.1552,0.5181950509461312,0.18181818181818185,10.841532,1.4024782,True,Tumor vs Normal,Tumor,Normal
SULT1A2,0.9491999999999999,0.05080000000000007,2.927722983661984,2.5232048e-06,1.3953547e-05,1e-07,0.5,-3.7271023,-3.8823118,2.5113194,-12.016814,5.2571583,0.0037411556,0.021296024,0.006792819019893255,0.045454545454545456,0.036995452,0.18012252,True,Tumor vs Normal,Tumor,Normal
ACER2,0.941,0.05900000000000005,2.7694055368151407,1.7771309e-07,1.4341309e-06,1e-07,0.5,-3.7156656,-3.8646536,2.2298994,-11.710442,4.2786293,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
CXCL1,0.9430000000000001,0.05699999999999994,2.8060148499647815,0.00029250787,1.3480164e-05,1e-07,0.5,3.7065833,3.9553552,2.7544978,-6.7914324,10.604009,0.22825228,0.05405719,0.147501213003397,0.045454545454545456,2.882965,0.4335897,True,Tumor vs Normal,Tumor,Normal
FN3K,0.9481999999999999,0.05180000000000007,2.9071751186987034,1.3650132e-06,7.821451e-06,1e-07,0.5,-3.6983347,-3.9433842,2.2820106,-9.808365,4.5153875,0.0014845906,0.0,0.0029112081513828236,0.0,0.0133596985,0.0,True,Tumor vs Normal,Tumor,Normal
KLHL11,0.9470000000000001,0.052999999999999936,2.8830070015143923,9.915607e-07,6.5596437e-06,1e-07,0.5,-3.6912441,-3.89563,2.0572839,-10.511486,3.5791588,0.0010864628,0.009858444,0.0033964095099466274,0.022727272727272728,0.009619583,0.079486884,True,Tumor vs Normal,Tumor,Normal
TNFAIP6,0.9382,0.061799999999999966,2.7200596302771367,0.0007756906,6.5726665e-05,1e-07,0.5,3.6786962,3.9066267,3.7002647,-10.730027,12.664894,0.6018198,0.10738237,0.3745754488112521,0.13636363636363638,7.6482425,0.9935401,True,Tumor vs Normal,Tumor,Normal
CDK3,0.9534,0.046599999999999975,3.0184337975356508,8.2802626e-07,2.41807e-06,1e-07,0.5,-3.6614606,-4.1242247,2.6746078,-10.762127,6.1508484,0.0023471036,0.0,0.0029112081513828236,0.0,0.02815231,0.0,True,Tumor vs Normal,Tumor,Normal
IGKC,0.9582,0.04179999999999995,3.132159956120126,0.0017763731,7.418992e-05,1e-07,0.5,3.6488793,3.780827,2.3795397,-4.7607994,10.711117,1.0755813,0.053132594,0.6991751576904213,0.13636363636363638,13.782954,0.44716942,True,Tumor vs Normal,Tumor,Normal
F8A1,0.9548,0.04520000000000002,3.0504045968609734,1.6907226e-05,1.1430966e-06,1e-07,0.5,3.6296327,3.9457579,1.5873152,-2.6707172,7.604004,0.032177925,0.0,0.07132459970887912,0.0,0.34403434,0.0,True,Tumor vs Normal,Tumor,Normal
PSPH,0.9461999999999999,0.05380000000000007,2.867180320724309,2.5079835e-06,1.4119074e-05,1e-07,0.5,-3.6280043,-3.8321142,2.4444168,-10.642423,5.8882494,0.0050230497,0.052315835,0.012130033964095104,0.11363636363636365,0.047973115,0.46104503,True,Tumor vs Normal,Tumor,Normal
RTEL1,0.9416,0.05840000000000001,2.780264505499244,8.0060073e-07,3.6435217e-06,1e-07,0.5,-3.623001,-4.042327,2.1519823,-9.360552,4.7854366,0.0012930542,0.013602,0.0038816108685104313,0.022727272727272728,0.011403411,0.11981964,True,Tumor vs Normal,Tumor,Normal
FCER1A,0.9359999999999999,0.06400000000000006,2.6827322475516926,1.1905877e-05,7.1871655e-05,1e-07,0.5,-3.5968456,-3.6755009,3.3909862,-15.725101,8.064383,0.030913189,0.14434493,0.03881610868510431,0.18181818181818185,0.27670512,1.1967641,True,Tumor vs Normal,Tumor,Normal
RBKS,0.9548,0.04520000000000002,3.0504045968609734,4.6080324e-05,0.0002726983,1e-07,0.5,-3.5906317,-3.8523803,2.163139,-9.422627,4.09144,0.0856918,0.4223524,0.10868510431829236,0.4318181818181817,0.8535762,4.2210746,True,Tumor vs Normal,Tumor,Normal
H3F3C,0.9368,0.06320000000000003,2.6961653635774967,5.0756734e-07,4.0959158e-06,1e-07,0.5,-3.5853374,-3.7994843,2.3097618,-9.844231,5.732456,0.0009054186,0.0,0.0019408054342552159,0.0,0.009552505,0.0,True,Tumor vs Normal,Tumor,Normal
