,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
HSPA1A,0.9598,0.040200000000000014,3.172857695461819,0.0024590893,0.00024740648,1e-07,0.5,4.7915673,5.0139294,3.4819162,-8.240671,14.332104,1.5112168,0.27775356,0.7065217391304364,0.20567375886524847,13.997178,2.6471488,True,Left vs Right,Left,Right
IGLV2-11,0.9408000000000001,0.05919999999999992,2.7658088769647513,1.4872644e-06,9.909304e-06,1e-07,0.5,-2.9299624,-3.1249065,3.2843418,-11.757564,9.223954,0.0,0.024381652,0.0,0.030732860520094562,0.0,0.2572356,True,Left vs Right,Left,Right
