,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
PRAC1,0.961,0.039000000000000035,3.204412516836249,0.0002419312,1.9436893e-05,1e-07,0.5,4.3675656,4.4157257,3.1555588,-6.2903423,14.251892,0.2714199,0.021898942,0.2585987261146497,0.02254098360655738,2.9892297,0.21839903,True,Left vs Right,Left,Right
RPS4Y1,0.9634,0.036599999999999966,3.270420190944699,0.00013654621,0.00010780294,1e-07,0.5,-2.847104,-5.0123816,6.700148,-15.347091,23.093956,0.15269768,0.13910818,0.08662420382165605,0.12397540983606568,1.4844084,1.3926094,True,Left vs Right,Left,Right
IGHG1,0.9404000000000001,0.059599999999999875,2.7586495854431643,0.00023471107,1.2316299e-05,1e-07,0.5,1.6342452,1.4868288,5.160568,-12.791014,14.419254,0.24024056,0.021574298,0.23184713375796176,0.024590163934426236,2.9887109,0.24207611,True,Left vs Right,Left,Right
MTRNR2L12,0.9474,0.05259999999999998,2.8910050911871408,0.0009739157,0.0014148221,1e-07,0.5,-0.7983059,-0.76193166,6.9205694,-19.523533,18.849018,0.47280952,0.7155076,0.22929936305732482,0.357581967213112,5.0079722,6.617241,True,Left vs Right,Left,Right
