,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
DDX3Y,0.9634,0.036599999999999966,3.270420190944699,3.4709297e-05,7.892411e-05,1e-07,0.5,2.3138044,2.86801,6.6987767,-12.169987,14.729693,0.07675844,0.10439275,0.1293103448275861,0.110843373493976,0.66486233,0.907946,True,Left vs Right,Left,Right
MTRNR2L8,0.9398,0.06020000000000003,2.747994578881558,6.6687455e-05,0.00012149018,1e-07,0.5,1.645334,3.381764,5.6927557,-18.629755,15.447704,0.13829549,0.08375101,0.21264367816091934,0.06265060240963854,1.1459823,0.8018463,True,Left vs Right,Left,Right
