,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
RPS4Y1,0.9406000000000001,0.0593999999999999,2.762223585423708,8.3514235e-05,7.972805e-05,1e-07,0.5,6.1357093,8.988376,9.591894,-16.004358,23.161509,0.118467435,0.11141733,0.12316715542521985,0.12338593974175034,1.1036834,1.0826818,True,Left vs Right,Left,Right
HLA-DQA2,0.9581999999999999,0.04180000000000006,3.132159956120123,0.00048335534,9.791322e-05,1e-07,0.5,5.505375,5.2224565,4.8579273,-11.516639,18.227772,0.57913005,0.108891614,0.4611436950146624,0.07747489239598278,5.6284356,1.0139788,True,Left vs Right,Left,Right
IL6,0.9378,0.06220000000000003,2.713181556801915,0.00031500182,5.7215304e-05,1e-07,0.5,3.6099644,3.564403,5.6252003,-13.661671,18.75684,0.25341764,0.070693254,0.17008797653958932,0.060258249641319934,2.7584693,0.6517031,True,Left vs Right,Left,Right
DDX3Y,0.9733999999999999,0.026600000000000068,3.5998835159451876,1.8648512e-05,4.0402723e-05,1e-07,0.5,2.450949,4.0248795,6.283748,-12.557942,17.279556,0.028837362,0.053890172,0.04545454545454543,0.0746054519368723,0.2786047,0.5527129,True,Left vs Right,Left,Right
