,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
HSPA6,0.9526,0.0474,3.0005726591928727,0.0006562202,4.1608237e-05,1e-07,0.5,4.272053,4.364777,4.962162,-10.897782,15.963132,0.4381468,0.07053895,0.19174296078769776,0.045898437499999875,4.4065313,0.73660713,True,Left vs Right,Left,Right
HSPA1B,0.9474,0.05259999999999998,2.8910050911871408,0.0016055737,0.0005862637,1e-07,0.5,3.7956066,4.4138236,4.1146812,-10.726743,13.429507,1.3318384,0.51506627,0.6742097080670013,0.27880859374999756,13.480794,5.3032746,True,Left vs Right,Left,Right
