,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
HLA-DQA2,0.9546,0.045399999999999996,3.0457800897357927,2.6996568e-05,5.411593e-06,1e-07,0.5,4.6866035,5.412875,3.5531094,-9.327723,12.683336,0.029554898,0.0074933823,0.04979253112033195,0.0103359173126615,0.24856369,0.072057225,True,Left vs Right,Left,Right
DDX3Y,0.9478,0.052200000000000024,2.8990608336247803,4.055987e-05,0.00015038207,1e-07,0.5,-0.77944905,-0.96382093,7.195692,-13.738222,15.930177,0.06858693,0.2248381,0.08298755186721991,0.19896640826873363,0.6236401,2.24388,True,Left vs Right,Left,Right
