,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
GSKIP,0.9436,0.056400000000000006,2.817233022322269,1.3195449e-05,3.111969e-05,1e-07,0.5,-1.2370895,-1.2387414,0.45563722,-2.8332434,0.30580425,0.0,0.037753575,0.0,0.13333333333333333,0.0,0.2996036,True,Left vs Right,Left,Right
RNF141,0.9482,0.05179999999999996,2.907175118698705,2.0240743e-05,4.7535414e-05,1e-07,0.5,-1.2360601,-1.2496386,0.43155572,-2.4855175,0.44261837,0.0,0.05642906,0.0,0.2,0.0,0.46005392,True,Left vs Right,Left,Right
HIF1AN,0.9171999999999999,0.0828000000000001,2.4048973797223425,8.278603e-06,1.9577348e-05,1e-07,0.5,-1.2352983,-1.2466536,0.5163268,-2.8472548,0.68125534,0.0,0.03148339,0.0,0.13333333333333333,0.0,0.23487666,True,Left vs Right,Left,Right
NUP85,0.9466,0.0534,2.8750656948042224,1.1498718e-05,2.6912081e-05,1e-07,0.5,-1.2347372,-1.2257681,0.45036057,-2.6075678,0.24333763,0.0,0.0248449,0.0,0.13333333333333333,0.0,0.17299515,True,Left vs Right,Left,Right
COX15,0.965,0.03500000000000003,3.316779764498021,1.4156183e-05,3.2738786e-05,1e-07,0.5,-1.2309003,-1.2408609,0.38558728,-2.6011095,0.304574,0.0,0.014995832,0.0,0.06666666666666667,0.0,0.10899615,True,Left vs Right,Left,Right
FAM53B,0.9144,0.08560000000000001,2.368582723446614,7.2858675e-06,1.701182e-05,1e-07,0.5,-1.2247227,-1.2075601,0.5437233,-3.3167734,0.5460434,0.0,0.011371843,0.0,0.06666666666666667,0.0,0.076731704,True,Left vs Right,Left,Right
RPP38,0.918,0.08199999999999996,2.4154780322982723,2.0373269e-05,8.941741e-06,1e-07,0.5,1.2193618,1.2314639,0.5013549,-0.42227936,2.8829079,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CRTC1,0.9452,0.05479999999999996,2.8477061794568197,1.3336818e-05,3.293698e-05,1e-07,0.5,-1.2192994,-1.3251686,0.7140468,-3.257595,2.2340927,0.0,0.08279125,0.0,0.26666666666666666,0.0,0.6569962,True,Left vs Right,Left,Right
NAGPA,0.917,0.08299999999999996,2.402266754883072,1.529774e-05,6.571923e-06,1e-07,0.5,1.2171289,1.1950116,0.5357381,-0.4398098,3.2596111,0.17817101,0.011765333,0.125,0.06666666666666667,2.1256347,0.088609345,True,Left vs Right,Left,Right
TTC27,0.9598,0.040200000000000014,3.172857695461819,6.3327207e-06,1.4673339e-05,1e-07,0.5,-1.2148316,-1.2011199,0.40788883,-2.647706,0.26574516,0.0,0.029096335,0.0,0.13333333333333333,0.0,0.20228826,True,Left vs Right,Left,Right
SFT2D3,0.9576,0.04239999999999999,3.1172815665995963,8.978969e-06,2.0785883e-05,1e-07,0.5,-1.214754,-1.221551,0.4102684,-2.635601,0.4202137,0.0,0.030885663,0.0,0.13333333333333333,0.0,0.23496789,True,Left vs Right,Left,Right
TMEM63B,0.959,0.041000000000000036,3.152318774704249,1.7111128e-05,3.957845e-05,1e-07,0.5,-1.2139404,-1.1975031,0.43292502,-2.84801,0.03263092,0.0,0.023669569,0.0,0.13333333333333333,0.0,0.16514859,True,Left vs Right,Left,Right
TMEM120B,0.9279999999999999,0.07200000000000006,2.556365485657127,1.5063947e-05,6.4349347e-06,1e-07,0.5,1.2138547,1.22434,0.47176653,-0.55426025,2.7682743,0.0,0.061664283,0.0,0.13333333333333333,0.0,0.46441075,True,Left vs Right,Left,Right
CEP170B,0.952,0.04800000000000004,2.987363826054364,1.28508e-05,2.9617298e-05,1e-07,0.5,-1.2126831,-1.2072234,0.42963687,-2.7591143,0.23476505,0.0,0.011949447,0.0,0.06666666666666667,0.0,0.084669486,True,Left vs Right,Left,Right
IRAK3,0.9214,0.0786,2.4615224366932504,2.498846e-05,6.066798e-05,1e-07,0.5,-1.2120491,-1.27847,0.68988746,-3.3221626,1.880044,0.0,0.12553935,0.0,0.5333333333333333,0.0,0.92207575,True,Left vs Right,Left,Right
GALNT11,0.9672,0.03280000000000005,3.3839764893716042,3.3444067e-05,7.750508e-05,1e-07,0.5,-1.2098668,-1.2270365,0.3469341,-2.4913187,0.3964529,0.14021379,0.18978196,0.125,0.6,1.4053824,1.4234036,True,Left vs Right,Left,Right
TMEM245,0.9136,0.08640000000000003,2.358405058296711,2.6985355e-05,6.1019684e-05,1e-07,0.5,-1.2043874,-1.186399,0.53778154,-3.017747,0.48734093,0.0,0.08555488,0.0,0.3333333333333333,0.0,0.6263581,True,Left vs Right,Left,Right
LPCAT1,0.9146,0.08540000000000003,2.37114060426716,2.5174442e-05,5.781632e-05,1e-07,0.5,-1.204179,-1.2181711,0.51359445,-3.0480337,0.8656578,0.0,0.0963067,0.0,0.3333333333333333,0.0,0.70135313,True,Left vs Right,Left,Right
EMC1,0.9239999999999999,0.07600000000000007,2.497978610598924,2.2461902e-05,5.1876854e-05,1e-07,0.5,-1.2036008,-1.2612853,0.52126294,-2.6272326,1.6427574,0.0,0.12826362,0.0,0.39999999999999997,0.0,0.9468592,True,Left vs Right,Left,Right
TSPAN4,0.9226000000000001,0.07739999999999991,2.4782088721680156,0.00029263823,0.00012596519,1e-07,0.5,1.203431,1.1941895,0.49857926,-0.6612587,3.2309227,0.17995368,0.20558897,0.125,0.5333333333333333,1.7856636,1.5988517,True,Left vs Right,Left,Right
TNFSF12,0.9224,0.0776,2.4754114237409888,8.711332e-05,3.8881062e-05,1e-07,0.5,1.2018328,1.2125144,0.5760287,-1.2475452,2.9881735,0.34196275,0.01654916,0.25,0.06666666666666667,3.6918783,0.11771,True,Left vs Right,Left,Right
TEX264,0.9918,0.008199999999999985,4.795386110356055,8.057071e-05,3.542468e-05,1e-07,0.5,1.201158,1.1989694,0.3200568,0.09334278,2.2595415,0.0,0.07834739,0.0,0.3333333333333333,0.0,0.5843815,True,Left vs Right,Left,Right
JPX,0.9876,0.012399999999999967,4.3775804885343055,5.8254594e-05,2.544027e-05,1e-07,0.5,1.2011245,1.177969,0.34914666,-0.09783745,2.808525,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CCNJ,0.9398,0.06020000000000003,2.747994578881558,2.4335527e-06,5.504177e-06,1e-07,0.5,-1.2004089,-1.2053108,0.43684813,-2.9635792,0.40244865,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
DENND2A,0.9488000000000001,0.05119999999999991,2.9194583114251484,7.5984008e-06,1.8604787e-05,1e-07,0.5,-1.19881,-1.2867117,0.8074042,-3.4052114,2.6042557,0.0,0.019833073,0.0,0.06666666666666667,0.0,0.14018002,True,Left vs Right,Left,Right
TM9SF2,0.9434,0.056599999999999984,2.813481219562552,5.7995683e-05,0.0001340476,1e-07,0.5,-1.1982651,-1.2290516,0.4339173,-2.5142288,0.9616432,0.0,0.18069704,0.0,0.5333333333333333,0.0,1.37805,True,Left vs Right,Left,Right
GLE1,0.9552,0.04479999999999995,3.0597123904721504,1.0754695e-05,2.4728166e-05,1e-07,0.5,-1.1979319,-1.1869812,0.4236627,-2.8395376,0.19993496,0.0,0.028314494,0.0,0.13333333333333333,0.0,0.20631935,True,Left vs Right,Left,Right
HIGD1A,0.9566,0.043399999999999994,3.0929256701788073,4.293256e-05,9.841978e-05,1e-07,0.5,-1.1952829,-1.2003751,0.40029117,-2.532012,0.16321468,0.0,0.28490874,0.0,0.6,0.0,2.0261009,True,Left vs Right,Left,Right
ZNF358,0.9126000000000001,0.08739999999999992,2.345802282373047,0.00011632986,5.020985e-05,1e-07,0.5,1.1908886,1.1831584,0.51413286,-0.77276707,2.8501415,0.0,0.011949447,0.0,0.06666666666666667,0.0,0.084669486,True,Left vs Right,Left,Right
HAGH,0.9198000000000001,0.08019999999999994,2.439632626417013,6.647712e-05,3.001317e-05,1e-07,0.5,1.1826924,1.2274361,0.46356106,-0.863822,2.3710194,0.17775752,0.03994726,0.125,0.13333333333333333,1.9303508,0.2818665,True,Left vs Right,Left,Right
RABL3,0.924,0.07599999999999996,2.497978610598926,1.0335355e-05,2.3656678e-05,1e-07,0.5,-1.1821988,-1.2024436,0.4541128,-2.647192,0.32898903,0.0,0.023198538,0.0,0.13333333333333333,0.0,0.15986203,True,Left vs Right,Left,Right
ANKIB1,0.9299999999999999,0.07000000000000006,2.586689211993497,3.2263644e-05,7.303949e-05,1e-07,0.5,-1.1821722,-1.1850367,0.44778794,-2.7026691,0.5876703,0.14021379,0.16695765,0.125,0.4666666666666666,1.4053824,1.2753057,True,Left vs Right,Left,Right
RRM1,0.945,0.05500000000000005,2.843851571025116,2.1259519e-05,4.850113e-05,1e-07,0.5,-1.1804144,-1.2092156,0.3913641,-2.4598417,0.19274807,0.0,0.03864918,0.0,0.13333333333333333,0.0,0.2724808,True,Left vs Right,Left,Right
NDUFAF5,0.9196,0.08040000000000003,2.4369245032002973,1.9171173e-05,8.395007e-06,1e-07,0.5,1.1792513,1.1984558,0.4620197,-0.3977642,2.8578491,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
BASP1,0.9424,0.057599999999999985,2.794907082195586,0.00011768873,0.00028717858,1e-07,0.5,-1.1762023,-1.3430448,1.335457,-4.270238,5.3795853,0.0,0.64161557,0.0,0.8666666666666666,0.0,4.9255967,True,Left vs Right,Left,Right
AGPS,0.9384,0.06159999999999999,2.723514275118579,3.3321667e-05,7.536467e-05,1e-07,0.5,-1.1729473,-1.1667867,0.4374694,-2.939539,0.25095463,0.14229724,0.14007667,0.125,0.39999999999999997,1.3492198,0.98784065,True,Left vs Right,Left,Right
TMEM42,0.9246,0.07540000000000002,2.5065538147297164,2.3433315e-05,1.05088475e-05,1e-07,0.5,1.172389,1.1755495,0.46945924,-0.39732742,2.900752,0.0,0.03148339,0.0,0.13333333333333333,0.0,0.23487666,True,Left vs Right,Left,Right
TBL3,0.9306,0.06940000000000002,2.595942538551336,5.4367574e-06,1.2202037e-05,1e-07,0.5,-1.1714323,-1.1620407,0.45348668,-2.7337894,0.23475456,0.0,0.025647197,0.0,0.13333333333333333,0.0,0.18427992,True,Left vs Right,Left,Right
NUBPL,0.9244,0.0756,2.503688473757443,6.4349765e-06,1.4575991e-05,1e-07,0.5,-1.167918,-1.1995292,0.539696,-3.0037498,1.5404968,0.0,0.056881137,0.0,0.26666666666666666,0.0,0.4229952,True,Left vs Right,Left,Right
ORAI2,0.9224,0.0776,2.4754114237409888,1.6802767e-05,3.821792e-05,1e-07,0.5,-1.1679177,-1.179431,0.5336393,-3.028451,1.1641521,0.11989799,0.031932436,0.125,0.06666666666666667,1.1897366,0.29080617,True,Left vs Right,Left,Right
TMEM33,0.9339999999999999,0.06600000000000006,2.649821555393914,2.038926e-05,4.5767185e-05,1e-07,0.5,-1.1667476,-1.1764793,0.44326478,-2.5814276,0.71221066,0.0,0.1374272,0.0,0.13333333333333333,0.0,2.0332422,True,Left vs Right,Left,Right
NAF1,0.913,0.08699999999999997,2.3508276579507656,1.037835e-05,2.3603103e-05,1e-07,0.5,-1.1666744,-1.1649432,0.49720415,-2.7494087,0.8156252,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RUVBL2,0.9712,0.028800000000000048,3.5181566962377104,1.2853423e-05,2.8625664e-05,1e-07,0.5,-1.163827,-1.1605663,0.36195356,-2.6029549,0.04612732,0.0,0.19236903,0.0,0.3333333333333333,0.0,2.4244323,True,Left vs Right,Left,Right
MFSD10,0.9366,0.06340000000000001,2.6927922882544832,0.000105645224,4.843373e-05,1e-07,0.5,1.1592988,1.2131257,0.3873964,-0.70877934,2.2271357,0.18048596,0.09031465,0.125,0.3333333333333333,2.1544583,0.6451284,True,Left vs Right,Left,Right
MPHOSPH9,0.9284,0.0716,2.562367471540107,1.1740442e-05,2.617654e-05,1e-07,0.5,-1.1579667,-1.1503386,0.4501203,-3.1117744,0.3682871,0.0,0.09373671,0.0,0.39999999999999997,0.0,0.70525527,True,Left vs Right,Left,Right
C6orf226,0.963,0.03700000000000003,3.2591352392678825,2.4749486e-05,1.1043937e-05,1e-07,0.5,1.1575302,1.1478539,0.3766341,0.05498314,2.490592,0.0,0.023919016,0.0,0.13333333333333333,0.0,0.16130996,True,Left vs Right,Left,Right
SPSB3,0.9222,0.07779999999999998,2.472620570897198,8.761826e-05,3.9666174e-05,1e-07,0.5,1.1513966,1.1860986,0.4406152,-0.7085085,2.4569654,0.35865697,0.092447534,0.25,0.39999999999999997,4.280093,0.7131535,True,Left vs Right,Left,Right
KBTBD2,0.9179999999999999,0.08200000000000007,2.415478032298271,1.6878115e-05,3.7359576e-05,1e-07,0.5,-1.1513323,-1.1730318,0.46179786,-2.8762627,0.714242,0.0,0.010651365,0.0,0.06666666666666667,0.0,0.07528377,True,Left vs Right,Left,Right
SLC39A9,0.9278,0.07220000000000004,2.5533760186929015,2.4487148e-05,5.468055e-05,1e-07,0.5,-1.1508911,-1.1815262,0.455315,-2.6271362,0.92673016,0.0,0.1172586,0.0,0.39999999999999997,0.0,0.85596853,True,Left vs Right,Left,Right
XPO4,0.9128,0.08720000000000006,2.3483123639093413,9.838729e-06,2.2379232e-05,1e-07,0.5,-1.1507696,-1.2035933,0.47540042,-2.68721,0.77096176,0.0,0.061995428,0.0,0.26666666666666666,0.0,0.4704071,True,Left vs Right,Left,Right
VEZT,0.9348,0.06520000000000004,2.662872991055349,3.786006e-05,8.3892875e-05,1e-07,0.5,-1.149578,-1.1548052,0.4167046,-2.5208168,0.35827637,0.0,0.088423654,0.0,0.3333333333333333,0.0,0.6399861,True,Left vs Right,Left,Right
ZRSR2,0.9311999999999999,0.06880000000000008,2.605270197427879,1.52251005e-05,6.924403e-06,1e-07,0.5,1.1472135,1.1691408,0.42139584,-0.593668,2.4907646,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RPS6KC1,0.9132,0.08679999999999999,2.3533481887324736,1.1104221e-05,2.5196641e-05,1e-07,0.5,-1.1471825,-1.0991459,0.5236592,-3.3736105,0.44441986,0.0,0.035223536,0.0,0.13333333333333333,0.0,0.24761438,True,Left vs Right,Left,Right
IL1R1,0.9169999999999999,0.08300000000000007,2.4022667548830707,9.884006e-05,0.00024378856,1e-07,0.5,-1.1465849,-1.3475289,1.1877357,-3.77522,4.5269003,0.0,0.65091664,0.0,0.7999999999999999,0.0,4.7344656,True,Left vs Right,Left,Right
MYCBP,0.9139999999999999,0.08600000000000008,2.3634831698624974,8.22483e-06,1.8253528e-05,1e-07,0.5,-1.1437575,-1.1437588,0.4696128,-2.7924252,0.6873455,0.0,0.027997812,0.0,0.06666666666666667,0.0,0.19719702,True,Left vs Right,Left,Right
CLCN3,0.943,0.05700000000000005,2.806014849964779,3.9026057e-05,8.634311e-05,1e-07,0.5,-1.1396613,-1.1385617,0.4069704,-2.4608774,0.2565384,0.0,0.12290815,0.0,0.4666666666666666,0.0,0.9353355,True,Left vs Right,Left,Right
UBXN1,0.9308,0.06920000000000004,2.5990434350392984,0.00014282674,6.523127e-05,1e-07,0.5,1.1392088,1.1610117,0.3992279,-0.44468307,2.3277264,0.2972614,0.06614457,0.25,0.2,3.0952973,0.49806097,True,Left vs Right,Left,Right
COIL,0.9196,0.08040000000000003,2.4369245032002973,4.044631e-05,1.8465866e-05,1e-07,0.5,1.1389319,1.1339259,0.4552692,-0.33944798,2.828083,0.0,0.02380106,0.0,0.06666666666666667,0.0,0.20154892,True,Left vs Right,Left,Right
ABCD4,0.9312,0.06879999999999997,2.6052701974278807,5.5868928e-05,2.5655192e-05,1e-07,0.5,1.1378297,1.1325626,0.4322007,-0.44888687,2.7484732,0.17817101,0.06021107,0.125,0.13333333333333333,2.1256347,0.41434082,True,Left vs Right,Left,Right
LTBR,0.9258,0.07420000000000004,2.523893954454423,6.7693996e-05,3.12313e-05,1e-07,0.5,1.1370199,1.105566,0.4672254,-0.1683569,2.788641,0.0,0.018936215,0.0,0.06666666666666667,0.0,0.1502984,True,Left vs Right,Left,Right
FLNB,0.9148,0.08520000000000005,2.3737039218738216,4.0574887e-05,8.8062836e-05,1e-07,0.5,-1.1346114,-1.1336007,0.4611498,-2.6952248,0.31995106,0.0,0.06190915,0.0,0.3333333333333333,0.0,0.442137,True,Left vs Right,Left,Right
CLTC,0.9202,0.07979999999999998,2.4450674188195327,0.00015668434,0.00034245529,1e-07,0.5,-1.1306306,-1.1795592,0.50283676,-2.418394,1.1665049,0.14021379,0.5154223,0.125,0.8666666666666666,1.4053824,3.8088024,True,Left vs Right,Left,Right
ARHGAP35,0.9142,0.08579999999999999,2.366030253792143,1.6197104e-05,3.4889432e-05,1e-07,0.5,-1.124585,-1.1052208,0.46140614,-2.6853323,0.4169159,0.0,0.05298442,0.0,0.2,0.0,0.39006624,True,Left vs Right,Left,Right
PCNA,0.9386,0.06140000000000001,2.7269794159949496,5.0901865e-05,0.000110989226,1e-07,0.5,-1.1241367,-1.1370707,0.40080768,-2.4761124,0.5866833,0.0,0.17748936,0.0,0.4666666666666666,0.0,1.3179308,True,Left vs Right,Left,Right
SNUPN,0.9314,0.0686,2.608396160780379,3.7016234e-05,1.6945585e-05,1e-07,0.5,1.12197,1.1088328,0.43298453,-0.32339764,2.7965279,0.0,0.09899427,0.0,0.3333333333333333,0.0,0.70730996,True,Left vs Right,Left,Right
TMX4,0.9132,0.08679999999999999,2.3533481887324736,6.373548e-05,0.00013932459,1e-07,0.5,-1.1218768,-1.1642337,0.43268365,-2.37535,0.4430704,0.30038396,0.12587708,0.25,0.39999999999999997,3.344195,0.9055822,True,Left vs Right,Left,Right
PAICS,0.942,0.05800000000000005,2.7875621022318757,1.9292867e-05,4.167283e-05,1e-07,0.5,-1.1217059,-1.1108589,0.40369838,-2.704585,0.2921219,0.0,0.021083638,0.0,0.06666666666666667,0.0,0.1422622,True,Left vs Right,Left,Right
DHRS12,0.9342,0.06579999999999997,2.6530705684654103,1.872553e-05,8.610563e-06,1e-07,0.5,1.119585,1.1231833,0.41183764,-0.44561195,2.5860786,0.47582653,0.021083638,0.375,0.06666666666666667,5.245722,0.1422622,True,Left vs Right,Left,Right
OPA1,0.9162,0.08379999999999999,2.391801565547517,1.8487059e-05,3.9961713e-05,1e-07,0.5,-1.1154912,-1.121108,0.44539863,-2.3350163,0.39419365,0.0,0.06123577,0.0,0.26666666666666666,0.0,0.43006882,True,Left vs Right,Left,Right
ACTR2,0.9162,0.08379999999999999,2.391801565547517,0.00012625632,0.000274126,1e-07,0.5,-1.1142697,-1.1166587,0.43270376,-2.4641733,0.37316132,0.26011178,0.17504802,0.25,0.6,2.595119,1.3085886,True,Left vs Right,Left,Right
UNC119B,0.9152,0.08479999999999999,2.378846970829728,8.7930775e-06,1.8954634e-05,1e-07,0.5,-1.1115441,-1.0997252,0.45968348,-3.1642036,0.766593,0.0,0.011765333,0.0,0.06666666666666667,0.0,0.088609345,True,Left vs Right,Left,Right
NUP37,0.9294,0.0706,2.5775089412682624,1.7655466e-05,3.8177677e-05,1e-07,0.5,-1.1104472,-1.0997357,0.42527315,-2.553958,0.17701912,0.0,0.06837557,0.0,0.26666666666666666,0.0,0.51884335,True,Left vs Right,Left,Right
NEDD1,0.9224,0.0776,2.4754114237409888,1.09125795e-05,2.3711533e-05,1e-07,0.5,-1.1058791,-1.078145,0.44539237,-2.9503603,0.3451395,0.0,0.05468672,0.0,0.2,0.0,0.43651682,True,Left vs Right,Left,Right
ACAA1,0.9884,0.011600000000000055,4.445081524050899,6.851974e-05,3.182387e-05,1e-07,0.5,1.1030833,1.1136436,0.2482633,0.1641779,1.8888578,0.0,0.06819312,0.0,0.2,0.0,0.56303406,True,Left vs Right,Left,Right
SKIV2L,0.9688,0.031200000000000006,3.4356397872327245,1.2448087e-05,2.673127e-05,1e-07,0.5,-1.1012748,-1.0910907,0.33738738,-2.5390577,0.06264877,0.0,0.04725071,0.0,0.2,0.0,0.35661775,True,Left vs Right,Left,Right
LSM10,0.9508,0.04920000000000002,2.961409919253223,6.382666e-05,2.9612987e-05,1e-07,0.5,1.1002383,1.1087422,0.3561953,-0.20995045,2.2749434,0.0,0.06410503,0.0,0.2,0.0,0.4836675,True,Left vs Right,Left,Right
PDS5A,0.9208,0.07920000000000005,2.4532664431847957,2.5669038e-05,5.4967702e-05,1e-07,0.5,-1.0995526,-1.1482868,0.39614037,-2.309083,0.7234316,0.0,0.08534278,0.0,0.3333333333333333,0.0,0.6238367,True,Left vs Right,Left,Right
EXD2,0.9392,0.060799999999999965,2.7374385062754003,6.2952267e-06,1.368323e-05,1e-07,0.5,-1.0982782,-1.0931787,0.38797563,-2.4890547,0.12610817,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FAM160B1,0.921,0.07899999999999996,2.456012068063779,2.0618807e-05,4.38012e-05,1e-07,0.5,-1.0840638,-1.0970888,0.4032956,-2.2901182,0.35889626,0.0,0.09041825,0.0,0.26666666666666666,0.0,0.6556167,True,Left vs Right,Left,Right
DLAT,0.9268,0.07320000000000004,2.5385422457687565,1.4111703e-05,2.984436e-05,1e-07,0.5,-1.080799,-1.059802,0.4203042,-2.9247332,0.16838741,0.0,0.049253423,0.0,0.2,0.0,0.3499364,True,Left vs Right,Left,Right
FAM32A,0.9634,0.036599999999999966,3.270420190944699,5.5602926e-05,2.6380376e-05,1e-07,0.5,1.0773163,1.0635157,0.34487295,0.07733631,2.2773724,0.26219523,0.03241384,0.25,0.13333333333333333,2.5389564,0.23918551,True,Left vs Right,Left,Right
DTNBP1,0.9288,0.07120000000000004,2.568400482282903,5.4875498e-05,2.5839272e-05,1e-07,0.5,1.0765932,1.0842905,0.37598157,-0.24577999,2.3082705,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PHF6,0.96,0.040000000000000036,3.1780535907646423,1.9477146e-05,4.0851708e-05,1e-07,0.5,-1.0760901,-1.0747681,0.33655754,-2.3833513,0.2684927,0.0,0.052244984,0.0,0.2,0.0,0.37028337,True,Left vs Right,Left,Right
MAPKAP1,0.9182,0.08179999999999998,2.4181378768479127,4.8294194e-05,0.00010246756,1e-07,0.5,-1.0747347,-1.0668917,0.41736725,-2.4743376,0.70912933,0.17817101,0.441719,0.125,0.5333333333333333,2.1256347,3.2399821,True,Left vs Right,Left,Right
PITRM1,0.932,0.06799999999999995,2.6178249731802863,9.563323e-06,2.0153866e-05,1e-07,0.5,-1.0735303,-1.0534682,0.3908917,-2.6329527,0.089821815,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
ARL16,0.952,0.04800000000000004,2.987363826054364,5.376142e-05,2.5428531e-05,1e-07,0.5,1.0721117,1.0754957,0.33733884,-0.12232399,2.1929216,0.17817101,0.051477388,0.125,0.2,2.1256347,0.37100726,True,Left vs Right,Left,Right
DENND4A,0.924,0.07599999999999996,2.497978610598926,2.1792144e-05,4.572667e-05,1e-07,0.5,-1.0718457,-1.0801964,0.3946658,-2.6013517,0.38218784,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
HMGN4,0.9316,0.06840000000000002,2.611530577917082,6.110494e-06,2.9077344e-06,1e-07,0.5,1.0677763,1.0668316,0.3702598,-0.06884575,2.288803,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TMEM161A,0.927,0.07299999999999995,2.5414939982186593,3.7630845e-05,1.8083818e-05,1e-07,0.5,1.0640012,1.0772347,0.3801572,-0.36318684,2.3144102,0.0,0.059780333,0.0,0.2,0.0,0.42204654,True,Left vs Right,Left,Right
KIAA0513,0.9298000000000001,0.07019999999999993,2.583621066529589,5.9144054e-06,1.26195e-05,1e-07,0.5,-1.0631127,-1.1172638,0.57273924,-2.956809,1.5133667,0.0,0.06509162,0.0,0.13333333333333333,0.0,0.5213352,True,Left vs Right,Left,Right
RP9,0.9338,0.06620000000000004,2.646581679245415,3.0483356e-05,1.4482218e-05,1e-07,0.5,1.0610582,1.0689173,0.37137395,-0.39988422,2.4431343,0.14229724,0.0,0.125,0.0,1.3492198,0.0,True,Left vs Right,Left,Right
DPP7,0.9742,0.025800000000000045,3.631241752112877,0.0002139725,0.00010274879,1e-07,0.5,1.0606313,1.0329094,0.31298074,0.16484547,2.285328,0.32184142,0.10118213,0.25,0.39999999999999997,3.9496253,0.7062898,True,Left vs Right,Left,Right
ZNF322,0.9178,0.08220000000000005,2.4128240891397246,5.3947806e-05,2.5830486e-05,1e-07,0.5,1.0589018,1.0497665,0.40538743,-0.12140274,2.562829,0.0,0.09696578,0.0,0.3333333333333333,0.0,0.75017333,True,Left vs Right,Left,Right
EFCAB14,0.9232,0.07679999999999998,2.486641136223773,5.4959313e-05,0.000114650225,1e-07,0.5,-1.0587459,-1.0728598,0.38070112,-2.2882738,0.44885826,0.0,0.18791716,0.0,0.5333333333333333,0.0,1.3515614,True,Left vs Right,Left,Right
RNF185,0.9204,0.0796,2.447794150547582,8.214156e-06,1.6932752e-05,1e-07,0.5,-1.0537208,-1.0578041,0.39202368,-2.4653559,0.5015259,0.0,0.03462581,0.0,0.13333333333333333,0.0,0.24770561,True,Left vs Right,Left,Right
SPTLC1,0.9318,0.06820000000000004,2.6146734986376408,4.8956175e-05,2.3673878e-05,1e-07,0.5,1.0510103,1.0444145,0.37531975,-0.2793436,2.2310524,0.14021379,0.028846886,0.125,0.13333333333333333,1.4053824,0.2061269,True,Left vs Right,Left,Right
SHARPIN,0.9826,0.01739999999999997,4.033731348978669,5.637256e-05,2.72264e-05,1e-07,0.5,1.0489004,1.0436773,0.2678129,0.16621399,2.0151072,0.14229724,0.022416698,0.125,0.13333333333333333,1.3492198,0.16389312,True,Left vs Right,Left,Right
FANCF,0.9124,0.08760000000000001,2.3432973892727476,1.5296864e-05,7.406073e-06,1e-07,0.5,1.0487857,1.0555334,0.4022667,-0.7522602,2.486227,0.0,0.012547174,0.0,0.06666666666666667,0.0,0.08457825,True,Left vs Right,Left,Right
