validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
3697.547607421875,1752574467,,False,1,e41492a9,2025-07-15_11-14-27,10.493711233139038,10.493711233139038,38106,sapien-desktop,192.168.1.136,10.493711233139038,1
3599.7314453125,1752574477,,False,2,e41492a9,2025-07-15_11-14-37,9.460740327835083,19.95445156097412,38106,sapien-desktop,192.168.1.136,19.95445156097412,2
3559.47412109375,1752574486,,False,3,e41492a9,2025-07-15_11-14-46,9.449338674545288,29.40379023551941,38106,sapien-desktop,192.168.1.136,29.40379023551941,3
3543.931396484375,1752574496,,False,4,e41492a9,2025-07-15_11-14-56,9.458981275558472,38.86277151107788,38106,sapien-desktop,192.168.1.136,38.86277151107788,4
3525.388427734375,1752574505,,False,5,e41492a9,2025-07-15_11-15-05,9.465082883834839,48.32785439491272,38106,sapien-desktop,192.168.1.136,48.32785439491272,5
3512.53369140625,1752574515,,False,6,e41492a9,2025-07-15_11-15-15,9.447162866592407,57.77501726150513,38106,sapien-desktop,192.168.1.136,57.77501726150513,6
3510.37890625,1752574524,,False,7,e41492a9,2025-07-15_11-15-24,9.456202030181885,67.23121929168701,38106,sapien-desktop,192.168.1.136,67.23121929168701,7
3507.333251953125,1752574534,,False,8,e41492a9,2025-07-15_11-15-34,9.472245216369629,76.70346450805664,38106,sapien-desktop,192.168.1.136,76.70346450805664,8
3503.418701171875,1752574543,,False,9,e41492a9,2025-07-15_11-15-43,9.465476036071777,86.16894054412842,38106,sapien-desktop,192.168.1.136,86.16894054412842,9
3498.383056640625,1752574553,,False,10,e41492a9,2025-07-15_11-15-53,9.481101989746094,95.65004253387451,38106,sapien-desktop,192.168.1.136,95.65004253387451,10
3503.4677734375,1752574562,,False,11,e41492a9,2025-07-15_11-16-02,9.478060245513916,105.12810277938843,38106,sapien-desktop,192.168.1.136,105.12810277938843,11
3495.595703125,1752574572,,False,12,e41492a9,2025-07-15_11-16-12,9.479570150375366,114.6076729297638,38106,sapien-desktop,192.168.1.136,114.6076729297638,12
3492.277587890625,1752574581,,False,13,e41492a9,2025-07-15_11-16-21,9.461512804031372,124.06918573379517,38106,sapien-desktop,192.168.1.136,124.06918573379517,13
3493.335693359375,1752574591,,False,14,e41492a9,2025-07-15_11-16-31,9.485002040863037,133.5541877746582,38106,sapien-desktop,192.168.1.136,133.5541877746582,14
3491.2197265625,1752574600,,False,15,e41492a9,2025-07-15_11-16-40,9.491741180419922,143.04592895507812,38106,sapien-desktop,192.168.1.136,143.04592895507812,15
3499.05908203125,1752574610,,True,16,e41492a9,2025-07-15_11-16-50,9.491432905197144,152.53736186027527,38106,sapien-desktop,192.168.1.136,152.53736186027527,16
