validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
3717.442138671875,1752572289,,False,1,759925a3,2025-07-15_10-38-09,9.303204774856567,9.303204774856567,33449,sapien-desktop,192.168.1.136,9.303204774856567,1
3624.98095703125,1752572297,,False,2,759925a3,2025-07-15_10-38-17,8.302113771438599,17.605318546295166,33449,sapien-desktop,192.168.1.136,17.605318546295166,2
3631.3662109375,1752572306,,False,3,759925a3,2025-07-15_10-38-26,8.289891958236694,25.89521050453186,33449,sapien-desktop,192.168.1.136,25.89521050453186,3
3559.717529296875,1752572314,,False,4,759925a3,2025-07-15_10-38-34,8.285948038101196,34.18115854263306,33449,sapien-desktop,192.168.1.136,34.18115854263306,4
3540.9404296875,1752572322,,False,5,759925a3,2025-07-15_10-38-42,8.300572872161865,42.48173141479492,33449,sapien-desktop,192.168.1.136,42.48173141479492,5
3529.227294921875,1752572331,,False,6,759925a3,2025-07-15_10-38-51,8.29608702659607,50.77781844139099,33449,sapien-desktop,192.168.1.136,50.77781844139099,6
3527.33837890625,1752572339,,False,7,759925a3,2025-07-15_10-38-59,8.301512718200684,59.079331159591675,33449,sapien-desktop,192.168.1.136,59.079331159591675,7
3518.340576171875,1752572347,,False,8,759925a3,2025-07-15_10-39-07,8.306326866149902,67.38565802574158,33449,sapien-desktop,192.168.1.136,67.38565802574158,8
3514.494384765625,1752572356,,False,9,759925a3,2025-07-15_10-39-16,8.334378480911255,75.72003650665283,33449,sapien-desktop,192.168.1.136,75.72003650665283,9
3513.057373046875,1752572364,,False,10,759925a3,2025-07-15_10-39-24,8.301736116409302,84.02177262306213,33449,sapien-desktop,192.168.1.136,84.02177262306213,10
3515.4990234375,1752572372,,False,11,759925a3,2025-07-15_10-39-32,8.307762861251831,92.32953548431396,33449,sapien-desktop,192.168.1.136,92.32953548431396,11
3509.11865234375,1752572380,,False,12,759925a3,2025-07-15_10-39-40,8.330922842025757,100.66045832633972,33449,sapien-desktop,192.168.1.136,100.66045832633972,12
3509.15771484375,1752572389,,False,13,759925a3,2025-07-15_10-39-49,8.330294609069824,108.99075293540955,33449,sapien-desktop,192.168.1.136,108.99075293540955,13
3504.65576171875,1752572397,,False,14,759925a3,2025-07-15_10-39-57,8.342658519744873,117.33341145515442,33449,sapien-desktop,192.168.1.136,117.33341145515442,14
3507.609130859375,1752572406,,False,15,759925a3,2025-07-15_10-40-06,8.331584930419922,125.66499638557434,33449,sapien-desktop,192.168.1.136,125.66499638557434,15
3504.89990234375,1752572414,,False,16,759925a3,2025-07-15_10-40-14,8.300001859664917,133.96499824523926,33449,sapien-desktop,192.168.1.136,133.96499824523926,16
3502.96630859375,1752572422,,False,17,759925a3,2025-07-15_10-40-22,8.321266412734985,142.28626465797424,33449,sapien-desktop,192.168.1.136,142.28626465797424,17
3504.5966796875,1752572430,,False,18,759925a3,2025-07-15_10-40-30,8.322733163833618,150.60899782180786,33449,sapien-desktop,192.168.1.136,150.60899782180786,18
3505.097412109375,1752572439,,False,19,759925a3,2025-07-15_10-40-39,8.317373514175415,158.92637133598328,33449,sapien-desktop,192.168.1.136,158.92637133598328,19
3500.957763671875,1752572447,,False,20,759925a3,2025-07-15_10-40-47,8.328975200653076,167.25534653663635,33449,sapien-desktop,192.168.1.136,167.25534653663635,20
