validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
3706.20166015625,1752593780,,False,1,ec41e01a,2025-07-15_16-36-20,8.705432891845703,8.705432891845703,62323,sapien-desktop,192.168.1.136,8.705432891845703,1
3602.62060546875,1752593788,,False,2,ec41e01a,2025-07-15_16-36-28,7.642587184906006,16.34802007675171,62323,sapien-desktop,192.168.1.136,16.34802007675171,2
3556.12353515625,1752593795,,False,3,ec41e01a,2025-07-15_16-36-35,7.645722150802612,23.99374222755432,62323,sapien-desktop,192.168.1.136,23.99374222755432,3
3527.419677734375,1752593803,,False,4,ec41e01a,2025-07-15_16-36-43,7.626723527908325,31.620465755462646,62323,sapien-desktop,192.168.1.136,31.620465755462646,4
3502.643310546875,1752593811,,False,5,ec41e01a,2025-07-15_16-36-51,7.6197874546051025,39.24025321006775,62323,sapien-desktop,192.168.1.136,39.24025321006775,5
3494.766845703125,1752593818,,False,6,ec41e01a,2025-07-15_16-36-58,7.648559331893921,46.88881254196167,62323,sapien-desktop,192.168.1.136,46.88881254196167,6
3487.206787109375,1752593826,,False,7,ec41e01a,2025-07-15_16-37-06,7.647194147109985,54.536006689071655,62323,sapien-desktop,192.168.1.136,54.536006689071655,7
3486.838134765625,1752593833,,False,8,ec41e01a,2025-07-15_16-37-13,7.638003587722778,62.174010276794434,62323,sapien-desktop,192.168.1.136,62.174010276794434,8
3481.5498046875,1752593841,,False,9,ec41e01a,2025-07-15_16-37-21,7.637538433074951,69.81154870986938,62323,sapien-desktop,192.168.1.136,69.81154870986938,9
3473.49365234375,1752593849,,False,10,ec41e01a,2025-07-15_16-37-29,7.614851713180542,77.42640042304993,62323,sapien-desktop,192.168.1.136,77.42640042304993,10
3469.833740234375,1752593856,,False,11,ec41e01a,2025-07-15_16-37-36,7.608261346817017,85.03466176986694,62323,sapien-desktop,192.168.1.136,85.03466176986694,11
3467.781005859375,1752593864,,False,12,ec41e01a,2025-07-15_16-37-44,7.62786078453064,92.66252255439758,62323,sapien-desktop,192.168.1.136,92.66252255439758,12
3463.59033203125,1752593872,,False,13,ec41e01a,2025-07-15_16-37-52,7.605742692947388,100.26826524734497,62323,sapien-desktop,192.168.1.136,100.26826524734497,13
3460.79443359375,1752593879,,False,14,ec41e01a,2025-07-15_16-37-59,7.648838758468628,107.9171040058136,62323,sapien-desktop,192.168.1.136,107.9171040058136,14
3465.2138671875,1752593887,,False,15,ec41e01a,2025-07-15_16-38-07,7.629673480987549,115.54677748680115,62323,sapien-desktop,192.168.1.136,115.54677748680115,15
3458.848876953125,1752593895,,False,16,ec41e01a,2025-07-15_16-38-15,7.660060882568359,123.2068383693695,62323,sapien-desktop,192.168.1.136,123.2068383693695,16
3459.5615234375,1752593902,,False,17,ec41e01a,2025-07-15_16-38-22,7.616251707077026,130.82309007644653,62323,sapien-desktop,192.168.1.136,130.82309007644653,17
3457.2421875,1752593910,,False,18,ec41e01a,2025-07-15_16-38-30,7.651236057281494,138.47432613372803,62323,sapien-desktop,192.168.1.136,138.47432613372803,18
3458.364501953125,1752593917,,False,19,ec41e01a,2025-07-15_16-38-37,7.6510009765625,146.12532711029053,62323,sapien-desktop,192.168.1.136,146.12532711029053,19
3455.990234375,1752593925,,False,20,ec41e01a,2025-07-15_16-38-45,7.645280361175537,153.77060747146606,62323,sapien-desktop,192.168.1.136,153.77060747146606,20
