validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
3862.358642578125,1752573171,,True,1,fef2d322,2025-07-15_10-52-51,9.348463535308838,9.348463535308838,34580,sapien-desktop,192.168.1.136,9.348463535308838,1
