validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
3682.338623046875,1752574679,,False,1,1f9e4915,2025-07-15_11-17-59,9.298285484313965,9.298285484313965,38771,sapien-desktop,192.168.1.136,9.298285484313965,1
3586.94677734375,1752574688,,False,2,1f9e4915,2025-07-15_11-18-08,8.293734312057495,17.59201979637146,38771,sapien-desktop,192.168.1.136,17.59201979637146,2
3545.423828125,1752574696,,False,3,1f9e4915,2025-07-15_11-18-16,8.291656732559204,25.883676528930664,38771,sapien-desktop,192.168.1.136,25.883676528930664,3
3529.285400390625,1752574704,,False,4,1f9e4915,2025-07-15_11-18-24,8.290872573852539,34.1745491027832,38771,sapien-desktop,192.168.1.136,34.1745491027832,4
3503.499755859375,1752574712,,False,5,1f9e4915,2025-07-15_11-18-32,8.30670714378357,42.48125624656677,38771,sapien-desktop,192.168.1.136,42.48125624656677,5
3496.47607421875,1752574721,,False,6,1f9e4915,2025-07-15_11-18-41,8.319118738174438,50.80037498474121,38771,sapien-desktop,192.168.1.136,50.80037498474121,6
3487.476318359375,1752574729,,False,7,1f9e4915,2025-07-15_11-18-49,8.30525541305542,59.10563039779663,38771,sapien-desktop,192.168.1.136,59.10563039779663,7
3482.64404296875,1752574737,,False,8,1f9e4915,2025-07-15_11-18-57,8.297997951507568,67.4036283493042,38771,sapien-desktop,192.168.1.136,67.4036283493042,8
3479.22314453125,1752574746,,False,9,1f9e4915,2025-07-15_11-19-06,8.321929693222046,75.72555804252625,38771,sapien-desktop,192.168.1.136,75.72555804252625,9
3483.27880859375,1752574754,,False,10,1f9e4915,2025-07-15_11-19-14,8.31956696510315,84.0451250076294,38771,sapien-desktop,192.168.1.136,84.0451250076294,10
3475.021484375,1752574762,,False,11,1f9e4915,2025-07-15_11-19-22,8.319251775741577,92.36437678337097,38771,sapien-desktop,192.168.1.136,92.36437678337097,11
3480.413818359375,1752574771,,False,12,1f9e4915,2025-07-15_11-19-31,8.30741810798645,100.67179489135742,38771,sapien-desktop,192.168.1.136,100.67179489135742,12
3467.629150390625,1752574779,,False,13,1f9e4915,2025-07-15_11-19-39,8.315824508666992,108.98761940002441,38771,sapien-desktop,192.168.1.136,108.98761940002441,13
3466.96875,1752574787,,False,14,1f9e4915,2025-07-15_11-19-47,8.319102764129639,117.30672216415405,38771,sapien-desktop,192.168.1.136,117.30672216415405,14
3469.9609375,1752574796,,False,15,1f9e4915,2025-07-15_11-19-56,8.312597513198853,125.6193196773529,38771,sapien-desktop,192.168.1.136,125.6193196773529,15
3463.71484375,1752574804,,False,16,1f9e4915,2025-07-15_11-20-04,8.30860447883606,133.92792415618896,38771,sapien-desktop,192.168.1.136,133.92792415618896,16
3472.0810546875,1752574812,,False,17,1f9e4915,2025-07-15_11-20-12,8.324647188186646,142.2525713443756,38771,sapien-desktop,192.168.1.136,142.2525713443756,17
3462.20263671875,1752574821,,False,18,1f9e4915,2025-07-15_11-20-21,8.320616245269775,150.57318758964539,38771,sapien-desktop,192.168.1.136,150.57318758964539,18
3464.944091796875,1752574829,,False,19,1f9e4915,2025-07-15_11-20-29,8.332073450088501,158.9052610397339,38771,sapien-desktop,192.168.1.136,158.9052610397339,19
3461.956298828125,1752574837,,False,20,1f9e4915,2025-07-15_11-20-37,8.343099355697632,167.24836039543152,38771,sapien-desktop,192.168.1.136,167.24836039543152,20
