validation_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
3690.352783203125,1752572827,,False,1,93b855b2,2025-07-15_10-47-07,9.320244550704956,9.320244550704956,34196,sapien-desktop,192.168.1.136,9.320244550704956,1
3611.19921875,1752572835,,False,2,93b855b2,2025-07-15_10-47-15,8.296906232833862,17.61715078353882,34196,sapien-desktop,192.168.1.136,17.61715078353882,2
3569.07421875,1752572844,,False,3,93b855b2,2025-07-15_10-47-24,8.286027193069458,25.903177976608276,34196,sapien-desktop,192.168.1.136,25.903177976608276,3
3540.634033203125,1752572852,,False,4,93b855b2,2025-07-15_10-47-32,8.289069414138794,34.19224739074707,34196,sapien-desktop,192.168.1.136,34.19224739074707,4
3519.76806640625,1752572860,,False,5,93b855b2,2025-07-15_10-47-40,8.279602289199829,42.4718496799469,34196,sapien-desktop,192.168.1.136,42.4718496799469,5
3499.9140625,1752572869,,False,6,93b855b2,2025-07-15_10-47-49,8.326709508895874,50.79855918884277,34196,sapien-desktop,192.168.1.136,50.79855918884277,6
3492.660888671875,1752572877,,False,7,93b855b2,2025-07-15_10-47-57,8.311890363693237,59.11044955253601,34196,sapien-desktop,192.168.1.136,59.11044955253601,7
3485.04296875,1752572885,,False,8,93b855b2,2025-07-15_10-48-05,8.31441068649292,67.42486023902893,34196,sapien-desktop,192.168.1.136,67.42486023902893,8
3494.494384765625,1752572894,,False,9,93b855b2,2025-07-15_10-48-14,8.315470457077026,75.74033069610596,34196,sapien-desktop,192.168.1.136,75.74033069610596,9
3476.770263671875,1752572902,,False,10,93b855b2,2025-07-15_10-48-22,8.300520420074463,84.04085111618042,34196,sapien-desktop,192.168.1.136,84.04085111618042,10
3474.25,1752572910,,False,11,93b855b2,2025-07-15_10-48-30,8.31157398223877,92.35242509841919,34196,sapien-desktop,192.168.1.136,92.35242509841919,11
3473.562744140625,1752572919,,False,12,93b855b2,2025-07-15_10-48-39,8.311129570007324,100.66355466842651,34196,sapien-desktop,192.168.1.136,100.66355466842651,12
3474.8740234375,1752572927,,False,13,93b855b2,2025-07-15_10-48-47,8.292701005935669,108.95625567436218,34196,sapien-desktop,192.168.1.136,108.95625567436218,13
3468.04931640625,1752572935,,False,14,93b855b2,2025-07-15_10-48-55,8.323008298873901,117.27926397323608,34196,sapien-desktop,192.168.1.136,117.27926397323608,14
3468.86767578125,1752572943,,False,15,93b855b2,2025-07-15_10-49-03,8.316726446151733,125.59599041938782,34196,sapien-desktop,192.168.1.136,125.59599041938782,15
3467.67236328125,1752572952,,False,16,93b855b2,2025-07-15_10-49-12,8.340218544006348,133.93620896339417,34196,sapien-desktop,192.168.1.136,133.93620896339417,16
3468.904296875,1752572960,,False,17,93b855b2,2025-07-15_10-49-20,8.314842700958252,142.25105166435242,34196,sapien-desktop,192.168.1.136,142.25105166435242,17
3464.63427734375,1752572968,,False,18,93b855b2,2025-07-15_10-49-28,8.305410861968994,150.5564625263214,34196,sapien-desktop,192.168.1.136,150.5564625263214,18
3464.885009765625,1752572977,,False,19,93b855b2,2025-07-15_10-49-37,8.312865495681763,158.86932802200317,34196,sapien-desktop,192.168.1.136,158.86932802200317,19
3464.37451171875,1752572985,,False,20,93b855b2,2025-07-15_10-49-45,8.310909032821655,167.18023705482483,34196,sapien-desktop,192.168.1.136,167.18023705482483,20
