,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,log10_bf
AC007952.4,0.9758,0.0242,3.6969046112440425,4.9584223e-06,0.00027906382,1e-07,0.25,-6.402499,-6.4566274,6.032088,-19.946297,14.383907,0.008489269,0.26443553,0.019875070982396378,0.19496204278812865,0.07053481,2.9397898,True,0.5678382449195047
LINC01285,0.9744,0.025599999999999956,3.6392291651079196,1.5298145e-06,6.0783404e-05,1e-07,0.25,-5.1644936,-5.0988007,4.218278,-18.813622,8.857296,0.004082173,0.09137635,0.012492901760363436,0.07556935817805356,0.03260178,0.9924842,True,0.561009404322588
HIST2H3D,0.9794,0.02059999999999995,3.8616485882462412,1.2679711e-06,3.8122216e-05,1e-07,0.25,-5.048431,-5.188223,4.048493,-18.45531,7.4803734,0.0020318327,0.073675506,0.005678591709256105,0.06866804692891627,0.016305894,0.8189135,True,0.5867727502600615
NPIPB4,0.9782000000000001,0.02179999999999993,3.803803729817584,1.1660159e-06,3.866548e-05,1e-07,0.25,-4.8467736,-4.968182,2.872277,-13.538769,8.157986,0.0020004981,0.059959028,0.010789324247586603,0.0655624568668045,0.015530135,0.6200756,True,0.5802180999549622
HDAC11-AS1,0.9556,0.044399999999999995,3.0690997312529054,2.732539e-07,8.452849e-06,1e-07,0.25,-4.811754,-5.072565,3.5915246,-14.009074,8.233421,0.000652707,0.016495723,0.001135718341851221,0.01621808143547273,0.004898025,0.18205161,True,0.48701100119575247
HIST1H2BB,0.9754,0.024599999999999955,3.6801008040858587,1.3420726e-06,6.73014e-05,1e-07,0.25,-4.7549734,-5.2119603,3.5311253,-16.203117,8.814758,0.0025055166,0.13278158,0.006814310051107327,0.1149068322981361,0.021986486,1.4507126,True,0.5658597148969088
TNFRSF10D,0.9763999999999999,0.023600000000000065,3.722625213000218,4.7086714e-06,0.00011858399,1e-07,0.25,-4.636607,-4.633814,2.9094937,-13.624266,6.0037518,0.010268381,0.20970914,0.033503691084611036,0.1963423050379561,0.082087114,2.2893836,True,0.570849314468252
PRMT5-AS1,0.9598,0.040200000000000014,3.172857695461819,2.4267553e-07,8.5618685e-06,1e-07,0.25,-4.632751,-4.7831373,3.1889665,-14.813993,5.2127953,0.00041541667,0.019459745,0.001135718341851221,0.018288474810213937,0.0031095417,0.21026586,True,0.5014505941873459
MTRNR2L8,0.9666,0.033399999999999985,3.3652285703727176,8.670209e-05,0.0033610978,1e-07,0.25,-4.4270124,-4.302662,6.5131154,-24.170486,15.508237,0.083129756,0.640255,0.08233957978421357,0.23257418909592686,0.8596533,7.673915,True,0.5270145673783571
AL645728.1,0.9434,0.056599999999999984,2.813481219562552,4.377182e-07,6.9290854e-06,1e-07,0.25,-4.383973,-4.4822016,4.11342,-15.572013,8.400818,0.00091855356,0.015685007,0.0028392958546280523,0.014837819185645262,0.0072557516,0.17694558,True,0.44924402052994616
PATL2,0.9720000000000001,0.027999999999999914,3.5471509474305103,5.7815083e-07,1.3738098e-05,1e-07,0.25,-4.376794,-4.3243694,3.2177627,-14.342936,6.887167,0.002057666,0.022950556,0.007382169222032938,0.023809523809523822,0.015346347,0.24497546,True,0.5498796700858954
NEAT1,0.9706,0.02939999999999998,3.4969194327933892,0.00046675839,0.003547457,1e-07,0.25,-4.3610377,-4.221828,3.553585,-15.418258,9.135536,0.4882097,1.9688419,0.3878478137421922,0.8640441683919795,4.1369004,20.50694,True,0.5436856265177393
MALAT1,0.9726,0.02739999999999998,3.569429529893944,0.0036689537,0.038768888,1e-07,0.25,-4.360348,-4.1605773,2.9755347,-13.362268,7.5999064,1.7220172,4.8874874,0.6757524134014768,0.9882677708764407,15.892278,51.994804,True,0.5525988122543057
HIST1H4B,0.973,0.027000000000000024,3.5845468560888656,2.365687e-06,7.182584e-05,1e-07,0.25,-4.334704,-4.6719704,2.923688,-12.919029,6.384055,0.0066450676,0.14451757,0.014196479273140269,0.12974465148378128,0.06611475,1.5896739,True,0.5544342617345437
UVSSA,0.9802000000000001,0.01979999999999993,3.902074199926583,3.2631986e-06,5.6901616e-05,1e-07,0.25,-4.3017397,-4.236279,2.7353516,-13.276319,5.9206276,0.0067742215,0.093557164,0.028960817717206152,0.10593512767425763,0.05435531,0.9782218,True,0.5912955234787236
UXT-AS1,0.9680000000000001,0.03199999999999992,3.40949588230748,1.8948808e-07,5.1653633e-06,1e-07,0.25,-4.283827,-4.4721975,2.5461516,-11.572638,6.2618313,0.00024620866,0.009989828,0.0005678591709256105,0.010351966873706002,0.0020876343,0.11128258,True,0.5326901702906125
ANGPTL4,0.9782,0.02180000000000004,3.8038037298175786,9.967748e-06,0.00016691546,1e-07,0.25,-4.270879,-4.3252397,2.9598482,-14.877016,9.440153,0.01635382,0.26628506,0.02782509937535493,0.2342995169082112,0.15058401,2.8704495,True,0.5802180999549615
SNHG22,0.9688,0.031200000000000006,3.4356397872327245,4.493169e-07,1.084183e-05,1e-07,0.25,-4.2681265,-4.3821583,2.7634768,-12.792659,5.8199253,0.0007394869,0.019404348,0.0017035775127768314,0.02277432712215322,0.0057065105,0.20393145,True,0.5360076235601412
HIST1H3J,0.971,0.029000000000000026,3.5110303037759842,2.3817056e-06,5.6574892e-05,1e-07,0.25,-4.256899,-4.662497,3.2073553,-14.212889,6.3626995,0.0051105283,0.13331099,0.012492901760363436,0.11732229123533415,0.045172147,1.4810487,True,0.5454345778986535
ACER2,0.9664,0.03359999999999996,3.359051472940072,6.0266353e-07,1.02939985e-05,1e-07,0.25,-4.2036824,-4.229724,3.4841344,-13.406772,6.182356,0.0014878152,0.021211233,0.003975014196479273,0.024499654934437558,0.01148905,0.22070915,True,0.5262166588836389
TNNT2,0.9688,0.031200000000000006,3.4356397872327245,9.907452e-07,8.658682e-06,1e-07,0.25,-4.2015033,-4.2487507,3.5936294,-15.401749,8.913555,0.0010862701,0.011127235,0.003975014196479273,0.03243616287094551,0.008583397,0.10000889,True,0.5360076235601412
TNFSF9,0.9736,0.02639999999999998,3.607636163004399,7.584504e-06,0.00016678282,1e-07,0.25,-4.1470757,-4.140932,3.16506,-13.183694,6.1618643,0.014926715,0.2432939,0.03804656445201592,0.21532091097308365,0.13605866,2.6949549,True,0.557222731662663
HIST1H3A,0.9733999999999999,0.026600000000000068,3.5998835159451876,2.6590378e-06,8.360717e-05,1e-07,0.25,-4.1460094,-4.472747,3.130477,-13.7696,6.062997,0.004250506,0.14134914,0.00908574673480977,0.12491373360938517,0.037182342,1.5665083,True,0.5562884482236046
DUOX1,0.9578,0.042200000000000015,3.122218540340339,3.3208542e-07,8.652998e-06,1e-07,0.25,-4.1308713,-4.072768,3.3122134,-15.77162,6.765379,0.0003974902,0.013436747,0.002271436683702442,0.021394064872325747,0.0031308958,0.13796744,True,0.4944632983374103
TERC,0.9612,0.038799999999999946,3.209762009904824,2.9469533e-07,6.2812373e-06,1e-07,0.25,-4.0715523,-4.084841,2.905709,-13.240694,5.7894115,0.00062593515,0.013029773,0.002271436683702442,0.013457556935817797,0.0054359664,0.13025805,True,0.5064728325377931
C1RL-AS1,0.9674,0.03259999999999996,3.390299475604788,2.1658984e-06,4.205576e-05,1e-07,0.25,-4.0660825,-4.3039155,2.71185,-11.626166,5.2911196,0.0038091156,0.05625074,0.017603634298693934,0.06004140786749466,0.02924995,0.57034063,True,0.5302380624808266
GOLGA8B,0.9773999999999999,0.022600000000000064,3.766945646311259,3.0659594e-06,3.846587e-05,1e-07,0.25,-4.062747,-4.0125365,2.6672797,-11.474712,5.953682,0.007295545,0.075472325,0.026121521862578097,0.10662525879917135,0.063986,0.7707658,True,0.5759893537753504
SLC25A45,0.977,0.02300000000000002,3.7489920115665325,2.0137654e-06,3.1519918e-05,1e-07,0.25,-4.050511,-4.024358,2.5868416,-12.843347,5.0084753,0.004078897,0.046185214,0.017035775127768323,0.06763285024154568,0.034240514,0.46809307,True,0.5739145150300221
LINC01572,0.9648,0.03520000000000001,3.310874469642843,5.4956246e-07,9.42818e-06,1e-07,0.25,-4.049259,-4.2897205,2.9530041,-13.7721405,6.689455,0.0006532751,0.015724642,0.003975014196479273,0.02104899930986888,0.005331016,0.15224919,True,0.519942714992033
HIST1H2BG,0.9766,0.023399999999999976,3.731340712153176,4.444275e-06,6.114255e-05,1e-07,0.25,-4.0389147,-4.036218,2.5783138,-13.02642,6.277753,0.005882256,0.1113322,0.024417944349801265,0.11801242236024788,0.046890322,1.2118046,True,0.5718649066917671
NPIPB5,0.9752,0.024800000000000044,3.671798532024705,5.179049e-06,8.247402e-05,1e-07,0.25,-4.0267406,-4.0141377,2.5007136,-11.7561,7.010192,0.013779973,0.13732725,0.05053946621237936,0.15044858523119314,0.11923039,1.4384172,True,0.5648788438835358
FAM157C,0.9612,0.038799999999999946,3.209762009904824,8.205884e-07,1.7790933e-05,1e-07,0.25,-3.991648,-4.043437,3.2953882,-14.777349,7.691454,0.0032575415,0.03222477,0.00908574673480977,0.033816425120772965,0.025271682,0.3423464,True,0.5064728325377931
TBX20,0.9624,0.03759999999999997,3.2424258586979,1.786321e-06,3.6368972e-05,1e-07,0.25,-3.9412503,-4.025339,4.120524,-15.331745,8.2804165,0.0037433095,0.08853928,0.011357183418512214,0.08178053830227712,0.029468367,0.96017957,True,0.5108700543064391
DNAH1,0.9732000000000001,0.026799999999999935,3.5921873605336807,1.1110387e-06,1.7501881e-05,1e-07,0.25,-3.9371872,-3.975822,2.5672982,-12.086881,6.1961174,0.0017566029,0.02702257,0.00908574673480977,0.029330572808833708,0.01344791,0.29958668,True,0.5553589804360418
MUC17,0.9672000000000001,0.03279999999999994,3.3839764893716078,1.0677828e-05,0.00013513486,1e-07,0.25,-3.9317605,-3.9952712,4.0267186,-17.28619,12.551241,0.016086262,0.15272261,0.0318001135718342,0.16942719116632068,0.14348583,1.5843906,True,0.5294273370714137
VSIG8,0.9688,0.031200000000000006,3.4356397872327245,5.928387e-07,1.2214046e-05,1e-07,0.25,-3.9142067,-3.8550472,2.776817,-12.875947,4.8158207,0.002490204,0.02683443,0.007950028392958549,0.030020703933747443,0.026672496,0.2941041,True,0.5360076235601412
GCC2-AS1,0.9538000000000001,0.04619999999999991,3.027474001810618,7.68026e-07,9.859499e-06,1e-07,0.25,-3.893584,-4.099951,3.5493577,-13.003976,7.789036,0.0013831655,0.023525817,0.006246450880181716,0.02587991718426503,0.010034613,0.24344099,True,0.4810804223765307
TVP23C,0.9662000000000001,0.03379999999999994,3.3529097641232144,6.4600243e-07,1.0641179e-05,1e-07,0.25,-3.8809981,-3.8031006,2.8874133,-14.537178,6.8072376,0.0013445613,0.015483738,0.005678591709256105,0.02415458937198069,0.0099453125,0.16082442,True,0.5254218655590728
KCNQ1OT1,0.9668,0.03320000000000001,3.371441482045512,1.607293e-05,0.00011789862,1e-07,0.25,-3.8788571,-3.763256,3.046139,-12.332986,7.5225525,0.04459981,0.2250044,0.11300397501419655,0.25155279503105454,0.3729563,2.3215559,True,0.527815626061643
CHRNA7,0.961,0.039000000000000035,3.204412516836249,2.6291839e-06,0.00010657262,1e-07,0.25,-3.8765347,-3.6306496,3.7859018,-15.735698,10.128413,0.0069020963,0.14827599,0.009653605905735382,0.09144237405106932,0.07579675,1.7577871,True,0.5057484194899193
MIR34AHG,0.9646,0.03539999999999999,3.305001415376299,8.506977e-07,1.4097614e-05,1e-07,0.25,-3.876086,-3.8683367,3.143346,-13.74845,7.2549686,0.0009146348,0.017740717,0.0051107325383304945,0.021394064872325747,0.006848412,0.17495662,True,0.5191716498226921
HIST1H3C,0.9652000000000001,0.03479999999999994,3.322717669974716,3.1102406e-06,6.552815e-05,1e-07,0.25,-3.8614345,-4.101106,3.5263956,-13.973337,7.5416307,0.006148802,0.10873382,0.013628620102214658,0.09282263630089678,0.056351136,1.2139084,True,0.5214934410266124
XIST,0.9682,0.03180000000000005,3.4159720835825462,4.287786e-05,0.00021895618,1e-07,0.25,-3.8468196,-3.5187674,5.971203,-20.792461,14.714681,0.06286672,0.25485912,0.0999432140829075,0.21463077984816992,0.51644284,2.6907122,True,0.5335143128506428
MSH5,0.9682,0.03180000000000005,3.4159720835825462,1.3189875e-06,2.1692822e-05,1e-07,0.25,-3.8362226,-3.936533,2.6773605,-12.497536,6.321392,0.0030855408,0.034126505,0.011357183418512214,0.040027605244996524,0.028120201,0.34329194,True,0.5335143128506428
RNF122,0.9648000000000001,0.0351999999999999,3.310874469642846,3.6409466e-07,5.4013426e-06,1e-07,0.25,-3.8336258,-3.8398857,2.6772254,-12.13816,7.1504383,0.0005626804,0.009229436,0.0017035775127768314,0.010351966873706002,0.003938945,0.09786343,True,0.5199427149920334
GALNT4,0.9616,0.03839999999999999,3.2205408541699643,5.746758e-06,3.0361769e-05,1e-07,0.25,-3.8315156,-3.5686822,4.2419257,-17.262707,9.697624,0.011056139,0.048346635,0.030664395229982985,0.05693581780538288,0.08475183,0.47485796,True,0.5079288127828688
C6orf99,0.9664,0.03359999999999996,3.359051472940072,8.666432e-07,1.36734425e-05,1e-07,0.25,-3.8141253,-3.874177,2.8475778,-12.512688,5.8130474,0.0024349715,0.030699069,0.009653605905735382,0.036231884057971016,0.020243576,0.32961988,True,0.5262166588836389
DLL4,0.9704,0.02959999999999996,3.4899336687670752,7.194873e-06,0.00010802423,1e-07,0.25,-3.8090992,-3.8280663,3.0663702,-13.591791,6.71085,0.01841858,0.19281536,0.04997160704145375,0.15251897860593433,0.149785,2.1830568,True,0.5428171726558082
ERN2,0.9772,0.022800000000000042,3.757930375060113,1.8984581e-05,0.00023545684,1e-07,0.25,-3.8084671,-3.785644,2.4982622,-11.550253,6.7716255,0.03958521,0.3359881,0.10846110164679167,0.33885438233264825,0.34567827,3.5655277,True,0.5749487294728948
MTRNR2L12,0.9743999999999999,0.025600000000000067,3.639229165107915,0.00122172,0.0035430726,1e-07,0.25,-3.8077152,-3.999193,6.7966385,-20.140444,16.71434,0.6073201,1.4616206,0.3003975014196481,0.550379572118715,5.899877,15.774979,True,0.5610094043225875
MAPK8IP3,0.9694,0.03059999999999996,3.4556769979712687,1.0809462e-05,0.00014154818,1e-07,0.25,-3.7969453,-3.7918048,2.7289615,-11.817173,6.3387012,0.021360647,0.1981332,0.059625212947189137,0.19220151828847373,0.17590071,2.150775,True,0.5385331422238192
UTY,0.9476,0.0524,2.8950257006709337,7.5939283e-07,1.3301362e-05,1e-07,0.25,-3.77927,-3.7047749,4.8342795,-17.57906,10.22451,0.001248313,0.02615494,0.002271436683702442,0.03278122843340237,0.015400078,0.23813246,True,0.46165242355687564
HIST4H4,0.9676,0.032399999999999984,3.3966600576305104,3.217876e-06,7.374092e-05,1e-07,0.25,-3.7736168,-3.9846845,2.4402752,-11.145557,5.1233454,0.008997997,0.10875802,0.019875070982396378,0.10869565217391254,0.08986531,1.1664201,True,0.531052084273821
COL28A1,0.9658,0.03420000000000001,3.3407308473273742,1.1872891e-06,2.0382658e-05,1e-07,0.25,-3.7507427,-3.6907587,3.3933303,-14.4270525,9.491849,0.0027430041,0.03652856,0.0051107325383304945,0.041752933057280846,0.028625624,0.38573304,True,0.5238414872556856
HIST1H4L,0.9568,0.043200000000000016,3.0977536669163523,7.5361163e-07,1.6788861e-05,1e-07,0.25,-3.748898,-4.1412945,3.191065,-12.280106,8.697781,0.0013017835,0.034093086,0.0017035775127768314,0.0334713595583161,0.014640491,0.3856512,True,0.4910468797534143
CATSPERG,0.9724,0.027599999999999958,3.561951117683924,1.5410167e-06,2.24528e-05,1e-07,0.25,-3.7486782,-3.7712307,2.4926448,-12.443764,6.172991,0.004706722,0.043593157,0.013060760931289047,0.05141476880607305,0.04337181,0.4378353,True,0.5516879551546324
LINC00265,0.9664,0.03359999999999996,3.359051472940072,1.2386163e-06,1.3666827e-05,1e-07,0.25,-3.744359,-3.7325773,3.074743,-12.454297,7.073387,0.0025659231,0.023842487,0.007950028392958549,0.02760524499654937,0.020034118,0.25765404,True,0.5262166588836389
ARHGEF4,0.963,0.03700000000000003,3.2591352392678825,5.74121e-07,6.6070693e-06,1e-07,0.25,-3.736275,-3.940897,2.7342522,-12.083435,6.7277393,0.00065503584,0.012288646,0.0034071550255536627,0.02070393374741201,0.0051077674,0.12361812,True,0.5131023820952758
ADCY4,0.9648000000000001,0.0351999999999999,3.310874469642846,1.2727144e-06,1.2168447e-05,1e-07,0.25,-3.7328265,-3.7478757,2.8820832,-13.232613,5.8609123,0.0030655654,0.020781545,0.007382169222032938,0.023464458247066954,0.028953819,0.22351328,True,0.5199427149920334
ITGA7,0.9614,0.03859999999999997,3.2151380303232497,2.9906843e-07,2.855928e-06,1e-07,0.25,-3.7166753,-3.738738,2.6513352,-11.830856,5.9773884,0.0004351883,0.0051202592,0.001135718341851221,0.008281573498964806,0.0033043562,0.04906499,True,0.5071996225368672
HIST1H2AB,0.9668,0.03320000000000001,3.371441482045512,2.2940064e-06,4.4157012e-05,1e-07,0.25,-3.712768,-3.8945923,3.3686595,-13.616756,8.807547,0.0064349477,0.058746498,0.012492901760363436,0.052795031055900506,0.061525226,0.65313804,True,0.527815626061643
FRY,0.9654,0.034599999999999964,3.3286885625038165,2.7500441e-06,3.7345533e-05,1e-07,0.25,-3.712562,-3.774589,3.1981816,-12.644548,7.1838503,0.0056767585,0.048296597,0.011925042589437825,0.0586611456176672,0.04989025,0.4867289,True,0.5222731637749356
HIST1H4F,0.9484,0.05159999999999998,2.911254498449377,5.73546e-07,2.0220961e-05,1e-07,0.25,-3.7049246,-3.832594,3.7137454,-15.185178,7.653244,0.0011586281,0.030391462,0.002271436683702442,0.02242926155969635,0.010588286,0.35765314,True,0.464080172626863
HIF1A-AS2,0.9588,0.041200000000000014,3.1472440139160347,7.810193e-07,6.3382195e-06,1e-07,0.25,-3.701856,-3.903098,3.1832697,-13.630554,7.552286,0.0018721002,0.015367615,0.006814310051107327,0.025189786059351293,0.015451911,0.1512459,True,0.49793041619963496
TTLL3,0.9743999999999999,0.025600000000000067,3.639229165107915,2.7468593e-06,3.3613418e-05,1e-07,0.25,-3.6960058,-3.6405215,2.4224756,-11.5835085,5.164958,0.0051001864,0.057297967,0.018739352640545156,0.07280883367839865,0.04475996,0.56975335,True,0.5610094043225875
NPIPA1,0.9708,0.029200000000000004,3.5039514324132983,2.5376041e-06,2.7953267e-05,1e-07,0.25,-3.688747,-3.7421474,2.5078049,-11.282361,8.238187,0.0040993015,0.03742148,0.025553662691652487,0.05244996549344364,0.030605866,0.37942556,True,0.5445580778791328
PABPC1L,0.9690000000000001,0.030999999999999917,3.442277095144947,3.6293618e-06,3.60197e-05,1e-07,0.25,-3.67013,-3.649602,2.806881,-11.783659,7.596874,0.007765548,0.06829277,0.0318001135718342,0.07591442374051043,0.065673076,0.72310936,True,0.5368458270874538
FRMD6-AS1,0.9548,0.04520000000000002,3.0504045968609734,4.1898787e-07,6.5347476e-06,1e-07,0.25,-3.669568,-3.5979671,3.1982496,-15.235455,8.646574,0.0016509532,0.012108681,0.0034071550255536627,0.02070393374741201,0.014006946,0.12414733,True,0.48435744674806896
ANKRD36C,0.9696,0.030399999999999983,3.4624406882690915,9.735099e-06,0.00013604244,1e-07,0.25,-3.659671,-3.6168737,2.715496,-12.137741,5.7761307,0.022993177,0.18964826,0.0636002271436684,0.18806073153899136,0.19801013,2.0452154,True,0.5393823426689992
GOLGA6L4,0.9746,0.025399999999999978,3.6472775729448257,4.940246e-07,5.658894e-06,1e-07,0.25,-3.6593852,-3.7472668,2.2681751,-10.521781,5.1306725,0.00062610896,0.012724442,0.0028392958546280523,0.020013802622498276,0.004793843,0.1308124,True,0.5619688161940821
PNPLA7,0.9694,0.03059999999999996,3.4556769979712687,1.374946e-06,1.7475157e-05,1e-07,0.25,-3.6295059,-3.6434116,2.503753,-11.810002,5.0820217,0.005023842,0.03048221,0.010221465076660993,0.03588681849551415,0.05264989,0.33138493,True,0.5385331422238192
SLC4A8,0.9722,0.027800000000000047,3.5545251744885458,2.3796895e-06,2.3588378e-05,1e-07,0.25,-3.6288989,-3.6731944,2.6859035,-12.584368,6.1647625,0.0065596486,0.048116703,0.022714366837024432,0.055900621118012285,0.050864507,0.47866705,True,0.5507815944247635
HIST2H2AA4,0.9608000000000001,0.0391999999999999,3.1990892792753445,8.555973e-07,1.1423204e-05,1e-07,0.25,-3.6246188,-3.6788692,3.2197478,-12.821418,6.460907,0.0009925154,0.019703023,0.0051107325383304945,0.020013802622498276,0.007400654,0.21352425,True,0.5050263604339081
SLC6A7,0.9674,0.03259999999999996,3.390299475604788,6.2960885e-07,9.498396e-06,1e-07,0.25,-3.6211483,-3.6369982,2.3971603,-12.196914,4.259636,0.00063205056,0.014229096,0.0051107325383304945,0.01587301587301586,0.0047199978,0.15579444,True,0.5302380624808266
ANKRD36B,0.9704,0.02959999999999996,3.4899336687670752,4.852408e-06,6.242347e-05,1e-07,0.25,-3.6146684,-3.6236715,2.5998838,-12.07576,5.551544,0.012155595,0.12290333,0.038614423622941534,0.12801932367149696,0.1060769,1.288199,True,0.5428171726558082
HSF4,0.9736,0.02639999999999998,3.607636163004399,2.8610757e-06,3.150991e-05,1e-07,0.25,-3.6068943,-3.6318812,2.334187,-11.196282,5.130623,0.003354604,0.052607935,0.014196479273140269,0.07073844030365746,0.031252224,0.5605026,True,0.557222731662663
KIF26B,0.9578,0.042200000000000015,3.122218540340339,7.870186e-07,7.5517573e-06,1e-07,0.25,-3.5957882,-3.6589956,3.4393933,-13.997922,7.6921387,0.0011612498,0.0131657515,0.0028392958546280523,0.0113871635610766,0.009580754,0.14580855,True,0.4944632983374103
RMRP,0.9712,0.028800000000000048,3.5181566962377104,5.1479724e-06,7.0208356e-05,1e-07,0.25,-3.5897894,-3.8371453,2.8746772,-11.165758,7.2896147,0.010005362,0.102845706,0.023850085178875654,0.09109730848861246,0.09061707,1.1188946,True,0.5463151787369276
SDR42E2,0.9648,0.03520000000000001,3.310874469642843,1.5112277e-06,1.1931404e-05,1e-07,0.25,-3.5758073,-3.5580091,3.1126268,-15.2612295,9.203672,0.002576865,0.029071143,0.013060760931289047,0.044168391994478896,0.02220836,0.30997428,True,0.519942714992033
ALS2CL,0.9734,0.026599999999999957,3.599883515945192,7.575968e-06,9.4186085e-05,1e-07,0.25,-3.5748913,-3.6168022,2.3311186,-11.327557,4.5501842,0.019223582,0.12846015,0.04770017035775131,0.15631469979295984,0.176644,1.3102189,True,0.5562884482236051
SH2D6,0.961,0.039000000000000035,3.204412516836249,1.0564056e-06,5.8463265e-05,1e-07,0.25,-3.5732086,-3.5404902,3.06207,-18.973022,6.9433746,0.000339423,0.04372413,0.0005678591709256105,0.021394064872325747,0.0028844394,0.46221784,True,0.5057484194899193
MBOAT1,0.964,0.03600000000000003,3.2875720887501396,3.3883582e-06,2.646783e-05,1e-07,0.25,-3.5561883,-3.4862638,2.9415479,-12.109748,6.5485153,0.008116199,0.04045896,0.023282226007950043,0.05314009661835737,0.068590246,0.41234636,True,0.5168752846754769
ZNF252P-AS1,0.9584,0.04159999999999997,3.1371648301434383,3.6824326e-07,5.656392e-06,1e-07,0.25,-3.5446563,-3.7293844,2.7878969,-11.665851,5.553034,0.00065025105,0.008121125,0.002271436683702442,0.00966183574879227,0.0048627346,0.07837333,True,0.49653733762811403
COL7A1,0.9538,0.04620000000000002,3.0274740018106154,6.467139e-07,2.176879e-05,1e-07,0.25,-3.543845,-3.5016518,3.3024306,-15.948109,8.865128,0.0014141648,0.0275145,0.0017035775127768314,0.021739130434782615,0.01396495,0.2909656,True,0.48108042237653037
CACNA1F,0.942,0.05800000000000005,2.7875621022318757,2.3580841e-07,3.983098e-06,1e-07,0.25,-3.542413,-3.6440763,2.760329,-12.990824,6.903534,0.000248619,0.008564539,0.0017035775127768314,0.010006901311249136,0.0018425531,0.091364235,True,0.4452245515358989
AC009065.4,0.952,0.04800000000000004,2.987363826054364,4.052343e-07,5.4632383e-06,1e-07,0.25,-3.5408704,-3.8408098,3.121589,-13.544714,7.495554,0.00095966074,0.008263779,0.0017035775127768314,0.010006901311249136,0.008301478,0.07534607,True,0.47528811783984054
SH3D21,0.9676,0.032399999999999984,3.3966600576305104,4.356666e-06,6.988502e-05,1e-07,0.25,-3.5400128,-3.6968002,2.8380854,-11.154466,5.8399305,0.009011443,0.08756082,0.023850085178875654,0.10282953761214585,0.085902736,0.94436055,True,0.531052084273821
SYTL5,0.9632000000000001,0.036799999999999944,3.264762968022639,1.9789456e-06,1.1999056e-05,1e-07,0.25,-3.5322444,-3.58352,3.0058942,-13.624099,7.3272533,0.0038397557,0.016301919,0.011925042589437825,0.030020703933747443,0.03133556,0.1584486,True,0.5138516556346079
CDHR2,0.9656,0.034399999999999986,3.3346928250625925,9.3409435e-06,0.00010475329,1e-07,0.25,-3.5183816,-3.5183735,3.155015,-14.95597,8.630297,0.0155079225,0.09349101,0.04258943781942081,0.11525189786059296,0.14647377,1.0031679,True,0.5230558351098573
NPIPB11,0.966,0.03400000000000003,3.3468030258307184,1.6923581e-06,1.3796881e-05,1e-07,0.25,-3.517645,-3.7111082,2.6199439,-11.986638,7.2511044,0.004408739,0.022460457,0.017035775127768323,0.04209799861973771,0.042287946,0.23295997,True,0.5246301529706663
KCNAB3,0.9618,0.03820000000000001,3.225970761848134,3.7777596e-07,3.429666e-06,1e-07,0.25,-3.5155466,-3.4577723,2.6253557,-12.54582,5.454542,0.00038307154,0.0044026957,0.001135718341851221,0.005866114561766738,0.0028508015,0.04579066,True,0.5086604269146509
ASMTL-AS1,0.9646,0.03539999999999999,3.305001415376299,3.8960644e-07,5.07754e-06,1e-07,0.25,-3.5089571,-3.4588594,2.5158,-13.971281,7.4066353,0.00048864406,0.008665175,0.0028392958546280523,0.010697032436162868,0.00416411,0.08579666,True,0.5191716498226921
HIST1H2AK,0.9665999999999999,0.033400000000000096,3.365228570372714,1.6308293e-06,2.9569619e-05,1e-07,0.25,-3.5065837,-3.8128877,2.9970129,-11.996526,6.9906597,0.0051399614,0.05458079,0.010221465076660993,0.05003450655624559,0.052291512,0.5988471,True,0.5270145673783566
LENG8-AS1,0.9678,0.032200000000000006,3.4030587015826104,1.1040996e-06,1.2801418e-05,1e-07,0.25,-3.5006871,-3.4124799,2.5270567,-12.82481,6.459036,0.0021621,0.022819592,0.013628620102214658,0.03554175293305729,0.015857505,0.22514293,True,0.5318694406024079
IDUA,0.9686,0.031399999999999983,3.429043528907814,2.741021e-06,2.7879005e-05,1e-07,0.25,-3.4976614,-3.4041924,2.4149504,-11.90317,5.798851,0.0065377806,0.052156676,0.017603634298693934,0.05935127674258093,0.06398673,0.5702727,True,0.5351729981764513
GOLGA6L10,0.9616,0.03839999999999999,3.2205408541699643,9.615889e-07,6.202227e-06,1e-07,0.25,-3.4942913,-3.593235,2.8038225,-12.5065365,6.5020924,0.0018190867,0.013953282,0.011925042589437825,0.026224982746721897,0.013804682,0.14234138,True,0.5079288127828688
FOXP2,0.9634,0.036599999999999966,3.270420190944699,2.3451141e-06,1.9577394e-05,1e-07,0.25,-3.486505,-3.3123093,3.2754714,-15.217626,6.18223,0.0024984344,0.0374486,0.011357183418512214,0.05072463768115932,0.018212538,0.35274002,True,0.5146035553906851
MIA2,0.9504,0.04959999999999998,2.9528919237865017,7.866053e-06,3.3815035e-05,1e-07,0.25,-3.4853067,-2.450858,5.0431733,-15.195032,10.599908,0.01649797,0.04873384,0.04826802952867692,0.05452035886818483,0.13198209,0.4983761,True,0.47024755203834157
