,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,log10_bf
PPP1R13B,0.9548,0.04520000000000002,3.0504045968609734,7.714241e-06,4.2324027e-05,1e-07,0.25,-2.448997,-2.4430103,1.7947274,-8.386842,3.8447132,0.014049505,0.063164406,0.045996592844974475,0.0800552104899928,0.12417662,0.6608508,True,0.48435744674806896
EEF2K,0.945,0.05500000000000005,2.843851571025116,7.0457227e-06,3.2353597e-05,1e-07,0.25,-2.4488564,-2.3564062,2.2132823,-9.402945,6.11794,0.012130496,0.05065822,0.04315729699034642,0.0752242926155967,0.09486951,0.53057617,True,0.453906925558603
FAM83E,0.9534,0.046599999999999975,3.0184337975356508,1.0992023e-05,7.1673305e-05,1e-07,0.25,-2.4482863,-2.437757,2.0459237,-9.1877365,4.250265,0.015731027,0.0895712,0.046564452015900086,0.1052449965493439,0.13590533,0.96949154,True,0.47978165504891845
TMEM86B,0.9454,0.05459999999999998,2.8515740630356436,1.6889222e-06,8.11114e-06,1e-07,0.25,-2.447477,-2.4436188,2.5791764,-11.6160555,7.7311325,0.0031828126,0.012548211,0.010221465076660993,0.03278122843340237,0.028504498,0.12419038,True,0.4550846558767302
LAMA3,0.952,0.04800000000000004,2.987363826054364,3.0483858e-05,9.040199e-05,1e-07,0.25,-2.447253,-2.4441385,2.9377918,-12.464784,8.727351,0.062497728,0.122290626,0.1101646791595685,0.15424430641821865,0.5482072,1.2001925,True,0.47528811783984054
EPHA4,0.9474,0.05259999999999998,2.8910050911871408,2.712354e-06,9.95491e-06,1e-07,0.25,-2.4469433,-2.456974,2.2795281,-10.475454,5.51709,0.0073737525,0.0153441895,0.0210107893242476,0.02760524499654937,0.065439075,0.15271802,True,0.4610488564980408
RRBP1,0.9508,0.04920000000000002,2.961409919253223,0.00014187039,0.0005400588,1e-07,0.25,-2.4467502,-2.3079953,2.068335,-8.927503,5.998706,0.23032193,0.6436611,0.3429869392390689,0.5427881297446646,2.03449,6.663657,True,0.4714985267379558
PDE3B,0.9528,0.04720000000000002,3.005010924080578,5.341587e-06,2.386096e-05,1e-07,0.25,-2.4465604,-2.3893833,1.9267637,-8.483051,5.028425,0.010214496,0.042999983,0.04145371947756959,0.06521739130434763,0.07816825,0.42989,True,0.4778460551416604
FUT8-AS1,0.9406,0.05940000000000001,2.7622235854237056,1.4074337e-06,1.0694575e-05,1e-07,0.25,-2.4464765,-2.3829536,2.6750464,-10.956359,5.3339157,0.0037825336,0.013400912,0.014196479273140269,0.019668737060041408,0.028382314,0.1227817,True,0.44125882921334403
KLHL17,0.9478,0.052200000000000024,2.8990608336247803,1.2542116e-06,5.4988186e-06,1e-07,0.25,-2.4462688,-2.4801435,2.422175,-11.366452,7.5030937,0.002965723,0.009116852,0.010789324247586603,0.018633540372670804,0.03042681,0.087886244,True,0.4622573286608921
ABCB1,0.9428,0.05720000000000003,2.8023001084577674,4.13021e-06,2.0363112e-05,1e-07,0.25,-2.4448695,-2.3159466,2.6927688,-12.6734495,5.608366,0.009396973,0.030803742,0.023850085178875654,0.04106280193236712,0.077494316,0.27948105,True,0.4475146436233137
ATG2B,0.9458,0.054200000000000026,2.859350047835406,6.0567936e-06,2.9673514e-05,1e-07,0.25,-2.4445982,-2.4101396,1.9958137,-9.2932,5.605406,0.012176501,0.04772539,0.03804656445201592,0.07694962042788102,0.10547131,0.4923584,True,0.4562673259004229
WSB1,0.9538,0.04620000000000002,3.0274740018106154,5.5215685e-05,0.00027822188,1e-07,0.25,-2.4436507,-2.4141827,1.7672415,-7.8530846,3.9641562,0.10276745,0.39181453,0.2146507666098809,0.394064872325751,0.8804771,4.03415,True,0.48108042237653037
GOLGA6L9,0.95,0.050000000000000044,2.9444387896927755,2.005037e-06,1.0094265e-05,1e-07,0.25,-2.4426727,-2.4298553,2.144919,-9.315785,5.2011757,0.0041107545,0.016687261,0.019307211811470767,0.03071083505866118,0.033084635,0.16591294,True,0.46900253045682727
CRISPLD2,0.9476,0.0524,2.8950257006709337,2.2480697e-06,1.02539725e-05,1e-07,0.25,-2.4423716,-2.3613224,2.3446758,-10.476191,7.1184406,0.003084129,0.015046569,0.01476433844406588,0.023119392684610086,0.022602294,0.157182,True,0.46165242355687564
KIT,0.9412,0.05879999999999996,2.7730136425053487,7.306682e-07,6.119491e-06,1e-07,0.25,-2.4392064,-2.4240017,2.9809859,-15.387017,7.984625,0.00039333093,0.00611134,0.001135718341851221,0.006901311249137339,0.0028430887,0.060399316,True,0.44295200621458974
ZNF841,0.9598,0.040200000000000014,3.172857695461819,3.1479422e-06,1.5452431e-05,1e-07,0.25,-2.4373157,-2.5398765,2.1092963,-8.806065,5.91208,0.007228835,0.025303567,0.018739352640545156,0.04589371980676322,0.065684214,0.255443,True,0.5014505941873459
HIST1H1E,0.9618,0.03820000000000001,3.225970761848134,4.1191895e-05,0.00027152,1e-07,0.25,-2.4364586,-2.5564933,3.1487308,-11.919947,7.90211,0.09517211,0.29342142,0.14139693356047708,0.24844720496894263,0.9124419,3.216331,True,0.5086604269146509
SIK1,0.9498,0.05020000000000002,2.9402362207427024,2.68422e-06,9.161664e-06,1e-07,0.25,-2.4353163,-2.489685,2.992822,-14.156374,8.226305,0.004016907,0.012123169,0.02044293015332199,0.04347826086956517,0.031240102,0.11039147,True,0.4683822233670314
SPATA18,0.9504,0.04959999999999998,2.9528919237865017,3.3220836e-06,2.0117834e-05,1e-07,0.25,-2.4349024,-2.5528207,2.6265066,-10.856584,6.3616858,0.005414789,0.029654194,0.009653605905735382,0.034506556245686694,0.057061754,0.31292778,True,0.47024755203834157
LRRN1,0.9414,0.058599999999999985,2.776633272358103,7.8865776e-07,7.650687e-06,1e-07,0.25,-2.432355,-2.455639,3.233205,-14.504968,8.10681,0.0019257861,0.011199686,0.006814310051107327,0.008626639061421672,0.014441096,0.12340387,True,0.4435185235150776
ANGEL1,0.942,0.05800000000000005,2.7875621022318757,5.2001583e-06,1.7824295e-05,1e-07,0.25,-2.4312854,-2.1751933,2.5243757,-11.326246,6.6547775,0.010426508,0.022922074,0.031232254400908595,0.031400966183574915,0.08769457,0.23457463,True,0.4452245515358989
NBPF11,0.9472,0.05279999999999996,2.886998894581037,4.230649e-06,2.2813223e-05,1e-07,0.25,-2.4305544,-2.4740605,2.1387079,-8.868726,4.582553,0.0081328405,0.039532818,0.02157864849517321,0.053485162180814234,0.06805397,0.40279883,True,0.46044661760638095
NBPF19,0.9440000000000001,0.05599999999999994,2.8247743074321603,3.9350534e-06,1.8100447e-05,1e-07,0.25,-2.429859,-2.3441672,2.119643,-9.295769,6.944481,0.0066745006,0.024927577,0.023282226007950043,0.03726708074534161,0.057744693,0.24759035,True,0.45098375448857486
BTAF1,0.9521999999999999,0.047800000000000065,2.991749258560003,9.434723e-06,4.7976635e-05,1e-07,0.25,-2.4295754,-2.3829398,1.7996901,-8.5416,4.6497517,0.017752992,0.08386633,0.05451448040885864,0.11042097998619686,0.14547539,0.8722393,True,0.4759251920856259
RSRP1,0.9491999999999999,0.05080000000000007,2.927722983661984,5.624984e-05,0.0003034775,1e-07,0.25,-2.429168,-2.4139676,1.9787725,-9.380016,5.3145065,0.11433357,0.44648498,0.2260079500283931,0.4161490683229921,1.018017,4.578311,True,0.46652998211484
PRMT9,0.9424,0.057599999999999985,2.794907082195586,4.037813e-06,1.870292e-05,1e-07,0.25,-2.4274025,-2.444531,1.9711736,-9.049889,4.1421585,0.008231891,0.029993122,0.030664395229982985,0.03899240855762593,0.069658816,0.3122796,True,0.4463673741841321
ARC,0.9592,0.04079999999999995,3.157417287630535,5.7780458e-06,4.901277e-05,1e-07,0.25,-2.4268157,-2.2107134,4.6081686,-18.409306,15.122151,0.015128589,0.058070645,0.03804656445201592,0.04520358868184949,0.11667742,0.669509,True,0.4993319825202542
ZFC3H1,0.9438,0.05620000000000003,2.820997355052179,1.7461465e-05,0.00011013639,1e-07,0.25,-2.4265952,-2.4151783,1.9565643,-9.201267,5.0609293,0.036773726,0.15306261,0.10789324247586606,0.1759834368530011,0.32677206,1.6289446,True,0.4504026789794171
CLCN5,0.9448000000000001,0.055199999999999916,2.840010141024951,5.9296203e-06,2.6303065e-05,1e-07,0.25,-2.4265196,-2.3747973,2.0484896,-9.311623,5.3052244,0.010527579,0.036792204,0.039182282793867144,0.06314699792960644,0.09358357,0.37215784,True,0.45331989083110225
ZNF559,0.9494,0.05059999999999998,2.931878442728327,1.6246302e-06,7.971912e-06,1e-07,0.25,-2.4259596,-2.41636,1.8370023,-8.605354,4.0812416,0.0021101811,0.013031837,0.011357183418512214,0.02070393374741201,0.015693275,0.12893656,True,0.4671459602722071
ZSWIM8,0.9514,0.04859999999999998,2.974310857841264,5.31198e-06,2.813237e-05,1e-07,0.25,-2.4253004,-2.4239187,2.0789144,-9.536943,5.8066673,0.012253506,0.03894269,0.04088586030664398,0.06659765355417509,0.12638946,0.3965812,True,0.47338635653071826
DOPEY2,0.9518000000000001,0.04819999999999991,2.9829957106680083,1.6319633e-05,9.131664e-05,1e-07,0.25,-2.4249034,-2.423357,1.8076112,-9.636374,4.038908,0.027755324,0.11953726,0.08631459398069284,0.15355417529330492,0.22746736,1.2114793,True,0.4746526288930299
FLCN,0.9396,0.06040000000000001,2.744464992923915,3.4194525e-06,1.3591992e-05,1e-07,0.25,-2.4216983,-2.4014359,2.202283,-9.563815,5.592211,0.0050468133,0.019772587,0.018739352640545156,0.04382332643202203,0.04152106,0.19042264,True,0.4384576955171585
LRP1,0.9402,0.059799999999999964,2.755086801045413,2.323388e-05,0.000111923386,1e-07,0.25,-2.421296,-2.3687277,2.434134,-10.072672,7.275854,0.036251172,0.11474055,0.09823963657013067,0.13802622498274603,0.32128525,1.2069153,True,0.4401352861876692
ERN1,0.9458,0.054200000000000026,2.859350047835406,1.2369247e-05,6.952676e-05,1e-07,0.25,-2.4212744,-2.406661,2.0073416,-8.547224,4.8665695,0.027130246,0.10644059,0.08631459398069284,0.13388543823326365,0.22680667,1.1288913,True,0.4562673259004229
CDK17,0.9532,0.04679999999999995,3.0139413391167738,6.7816054e-06,2.9641513e-05,1e-07,0.25,-2.4212625,-2.387169,1.9496648,-8.494722,5.2624865,0.017399088,0.042565055,0.04486087450312325,0.06590752242926136,0.15999262,0.43948087,True,0.4791347953235434
PLEKHG5,0.9414,0.058599999999999985,2.776633272358103,3.961639e-06,3.835567e-05,1e-07,0.25,-2.4211755,-2.4254928,2.4186525,-10.109021,5.5679703,0.00753372,0.03506678,0.023282226007950043,0.04278812974465144,0.077148594,0.3748618,True,0.4435185235150776
PRSS12,0.95,0.050000000000000044,2.9444387896927755,3.2695077e-06,1.6161286e-05,1e-07,0.25,-2.4184363,-2.3828554,2.2680597,-9.579422,5.052825,0.0063521983,0.025693297,0.018171493469619545,0.04520358868184949,0.057095505,0.26360035,True,0.46900253045682727
SLC39A10,0.9438,0.05620000000000003,2.820997355052179,1.3686274e-05,6.294928e-05,1e-07,0.25,-2.4163938,-2.3209686,2.099312,-9.202531,5.647977,0.027905717,0.08838945,0.08745031232254406,0.11145617667356746,0.22416244,0.93405473,True,0.4504026789794171
BTBD8,0.9443999999999999,0.055600000000000094,2.832366434687454,1.6476511e-06,1.2901567e-05,1e-07,0.25,-2.4153605,-2.4633808,2.4247189,-9.809562,4.920433,0.0044797556,0.021060308,0.013060760931289047,0.025189786059351293,0.040195595,0.20955706,True,0.45214943909943706
HMCN2,0.9498,0.05020000000000002,2.9402362207427024,1.6091573e-06,1.0305346e-05,1e-07,0.25,-2.4138463,-2.3658524,2.592655,-11.961605,6.1922855,0.0037565592,0.015570043,0.007950028392958549,0.021394064872325747,0.038926087,0.16316977,True,0.4683822233670314
TMEM259,0.9558,0.04420000000000002,3.0738236812785265,3.3806085e-05,0.00016704988,1e-07,0.25,-2.4132457,-2.3861847,1.7054472,-8.58899,6.0943155,0.07594637,0.26559007,0.17660420215786496,0.3071083505866142,0.70564777,2.7441857,True,0.4876789521681115
ADGRE5,0.9456,0.054400000000000004,2.8554553195417203,4.2158652e-05,0.00015889485,1e-07,0.25,-2.4126308,-2.2713747,2.1089487,-10.156734,7.1684904,0.0715615,0.22378094,0.17262918796138568,0.27398205659075253,0.59612197,2.2848222,True,0.45567536898866867
SGK1,0.9486,0.0514,2.9153488569717028,2.201406e-05,0.0001207583,1e-07,0.25,-2.4095712,-2.3915796,2.1053162,-9.605206,5.109312,0.03456059,0.1414782,0.08461101646791601,0.1759834368530011,0.31252065,1.4849361,True,0.4646905308398147
HS3ST3B1,0.9400000000000001,0.05999999999999994,2.7515351570135946,4.2204158e-07,2.2148768e-06,1e-07,0.25,-2.4088771,-2.5008278,2.4368172,-10.326091,7.1258297,0.0007756321,0.0030014864,0.001135718341851221,0.006556245686680472,0.008409762,0.02984595,True,0.43957506628142506
TFAP2A,0.948,0.052000000000000046,2.903110601914443,3.681968e-06,1.605883e-05,1e-07,0.25,-2.4087641,-2.3645191,3.0475223,-12.479593,7.1792736,0.007264571,0.022190392,0.017035775127768323,0.05141476880607305,0.068234935,0.22490147,True,0.4628635817943184
VEGFA,0.9494,0.05059999999999998,2.931878442728327,6.638565e-05,0.00023883149,1e-07,0.25,-2.4077141,-2.3641763,2.7158244,-12.00434,9.5344715,0.11633524,0.3329718,0.19136854060193084,0.31262939958592445,1.0199152,3.419656,True,0.4671459602722071
EDC4,0.9430000000000001,0.05699999999999994,2.8060148499647815,6.7234596e-06,2.714375e-05,1e-07,0.25,-2.4049456,-2.145945,3.354881,-10.562475,8.377394,0.013591763,0.035557073,0.034071550255536646,0.03761214630779847,0.12399404,0.39256972,True,0.44808996508297716
NFATC1,0.9456,0.054400000000000004,2.8554553195417203,1.0876681e-06,6.7398987e-06,1e-07,0.25,-2.4046168,-2.4210634,2.2475681,-9.6008,5.299736,0.0003652491,0.012412904,0.002271436683702442,0.01932367149758454,0.0028578725,0.12543519,True,0.45567536898866867
UGDH-AS1,0.9493999999999999,0.05060000000000009,2.931878442728325,2.0106e-06,9.498064e-06,1e-07,0.25,-2.404202,-2.4796715,2.3616197,-9.472681,5.722435,0.004107586,0.013027357,0.013060760931289047,0.016908212560386465,0.034256417,0.1323229,True,0.4671459602722068
RDH5,0.9530000000000001,0.04699999999999993,3.0094670996713897,3.8240855e-06,1.8906629e-05,1e-07,0.25,-2.4038181,-2.4484253,1.8210411,-8.385218,4.4856997,0.008145741,0.034937784,0.022714366837024432,0.05693581780538288,0.07335882,0.34043112,True,0.4784895998735216
TRAPPC9,0.9501999999999999,0.049800000000000066,2.94865731444312,1.669678e-05,9.5206255e-05,1e-07,0.25,-2.403534,-2.4164658,2.2657807,-8.823459,4.929554,0.028163416,0.10950235,0.0738216922203294,0.12146307798481652,0.25392973,1.1590565,True,0.4696243028838667
KCP,0.9558,0.04420000000000002,3.0738236812785265,4.4441476e-06,2.4356277e-05,1e-07,0.25,-2.4029865,-2.4853644,1.960082,-9.549316,5.337042,0.006101145,0.047932703,0.02782509937535493,0.09213250517598305,0.05241205,0.44886184,True,0.4876789521681115
ULK4,0.9470000000000001,0.052999999999999936,2.8830070015143923,2.2555257e-06,1.4869282e-05,1e-07,0.25,-2.4020908,-2.3753881,1.7803457,-9.766023,3.273405,0.0038439168,0.025762144,0.01533219761499149,0.03036576949620431,0.030710366,0.26985827,True,0.45984569710856943
PRKG1,0.9588,0.041200000000000014,3.1472440139160347,3.6507015e-06,2.3246597e-05,1e-07,0.25,-2.4004996,-2.5687637,2.188779,-11.645591,5.8386955,0.005249203,0.036928166,0.01476433844406588,0.044168391994478896,0.049103133,0.3782826,True,0.49793041619963496
SUGP2,0.9501999999999999,0.049800000000000066,2.94865731444312,1.662858e-05,0.000104125036,1e-07,0.25,-2.4003048,-2.416031,1.8429173,-8.431755,5.095174,0.029165657,0.12703642,0.09028960817717212,0.15596963423050297,0.2669317,1.2904443,True,0.4696243028838667
MAML2,0.9474,0.05259999999999998,2.8910050911871408,1.5747877e-05,9.5116615e-05,1e-07,0.25,-2.3993864,-2.4098368,1.7803603,-8.224065,4.357745,0.032916572,0.1280238,0.09312890403180017,0.16597653554175204,0.29085156,1.3308517,True,0.4610488564980408
ARHGEF11,0.9522,0.047799999999999954,2.9917492585600054,5.150817e-06,2.1417067e-05,1e-07,0.25,-2.3986723,-2.421042,2.2384925,-11.589838,5.6048517,0.0071291463,0.032661974,0.024985803520726876,0.05935127674258093,0.0662887,0.3350388,True,0.4759251920856262
MCF2L,0.9466,0.0534,2.8750656948042224,9.89069e-06,5.5706394e-05,1e-07,0.25,-2.3976505,-2.3652372,2.1405041,-9.394045,5.0140457,0.022647478,0.08065402,0.06927881885292451,0.10248447204968898,0.19963574,0.8539261,True,0.4586477727155367
ELMSAN1,0.9428000000000001,0.05719999999999992,2.8023001084577692,1.2053882e-05,5.9357386e-05,1e-07,0.25,-2.396606,-2.3412504,2.17086,-9.891035,6.308404,0.025765387,0.07706229,0.07268597387847818,0.11283643892339491,0.22980171,0.8158418,True,0.44751464362331395
SI,0.942,0.05800000000000005,2.7875621022318757,1.7509578e-06,1.7045964e-05,1e-07,0.25,-2.3962312,-2.2900667,3.826751,-14.655915,11.620853,0.0023948764,0.021538358,0.007382169222032938,0.0334713595583161,0.021056632,0.19917844,True,0.4452245515358989
KCTD21-AS1,0.9442,0.05579999999999996,2.828563970104445,5.8213465e-07,4.4385088e-06,1e-07,0.25,-2.3962042,-2.4498177,2.0921962,-9.3027315,5.3131084,0.0005591813,0.0062668845,0.004542873367404884,0.0075914423740510726,0.004044025,0.062387776,True,0.4515660050996345
PTGER4,0.9478,0.052200000000000024,2.8990608336247803,1.4473374e-05,6.01043e-05,1e-07,0.25,-2.3959727,-2.3408318,2.3808496,-10.602593,6.829255,0.027011776,0.0890856,0.07666098807495746,0.1256038647342989,0.22148041,0.9223944,True,0.4622573286608921
ANKMY1,0.9628,0.03720000000000001,3.2535366861990203,4.7316257e-06,2.8866947e-05,1e-07,0.25,-2.395388,-2.4884953,1.8980047,-8.390878,4.952651,0.012314835,0.051167592,0.031232254400908595,0.05969634230503779,0.119318545,0.5342389,True,0.5123557081245537
PRKCA,0.9514,0.04859999999999998,2.974310857841264,1.1540235e-05,5.2048796e-05,1e-07,0.25,-2.3952565,-2.395432,1.9518663,-8.768631,7.1225615,0.024684068,0.08292384,0.07155025553662696,0.13285024154589306,0.22878776,0.8473024,True,0.47338635653071826
DOPEY1,0.9532,0.04679999999999995,3.0139413391167738,7.819275e-06,4.5949022e-05,1e-07,0.25,-2.3950408,-2.4563131,2.1242676,-9.35434,4.4157276,0.0118065495,0.06179961,0.04429301533219764,0.06763285024154568,0.09452409,0.64622086,True,0.4791347953235434
CHAC1,0.9462,0.05379999999999996,2.867180320724311,4.904722e-06,2.594048e-05,1e-07,0.25,-2.394996,-2.4512415,2.385125,-12.765156,7.004526,0.013417304,0.04428404,0.02668938103350371,0.05693581780538288,0.12561156,0.4812848,True,0.4574550071691335
ZSWIM3,0.9442,0.05579999999999996,2.828563970104445,1.5800871e-06,1.0658885e-05,1e-07,0.25,-2.393903,-2.4203691,1.956415,-8.923553,3.8616352,0.0020271738,0.020330306,0.010789324247586603,0.026570048309178765,0.014973179,0.21865922,True,0.4515660050996345
RPS6KL1,0.9501999999999999,0.049800000000000066,2.94865731444312,3.451862e-06,2.2595874e-05,1e-07,0.25,-2.392984,-2.455822,2.3428056,-10.126164,5.6424084,0.006649606,0.029159611,0.02668938103350371,0.034506556245686694,0.054214634,0.3024766,True,0.4696243028838667
ZNF300,0.946,0.05400000000000005,2.8632583478732596,1.0111978e-06,5.797353e-06,1e-07,0.25,-2.392888,-2.3885708,3.1174994,-13.264134,9.926134,0.0021658845,0.0073950947,0.005678591709256105,0.010006901311249136,0.017546656,0.084767304,True,0.456860535600103
JAG2,0.9506,0.0494,2.9571427480765746,4.76836e-06,2.4313382e-05,1e-07,0.25,-2.3927646,-2.392517,2.6508503,-11.063272,8.3532295,0.009096036,0.030852562,0.04145371947756959,0.041752933057280846,0.07265247,0.3299696,True,0.47087228943955983
ZNF19,0.9434,0.056599999999999984,2.813481219562552,1.1164461e-06,5.008238e-06,1e-07,0.25,-2.3924932,-2.3787622,2.1963112,-10.413197,6.464718,0.0014363559,0.008923345,0.009653605905735382,0.01621808143547273,0.010723605,0.09122008,True,0.44924402052994616
SLC45A4,0.949,0.051000000000000045,2.9235829803445967,5.644421e-06,2.3398008e-05,1e-07,0.25,-2.3924184,-2.4031138,2.0388513,-9.534603,5.760751,0.011763545,0.035505902,0.04088586030664398,0.07625948930296729,0.10858742,0.3561913,True,0.46591542498628524
NOMO3,0.949,0.051000000000000045,2.9235829803445967,1.497978e-06,6.470187e-06,1e-07,0.25,-2.391824,-2.3770285,2.311552,-11.005794,6.9670486,0.0017399581,0.008823515,0.013060760931289047,0.014492753623188396,0.012893044,0.083691634,True,0.46591542498628524
EGR4,0.9463999999999999,0.05360000000000009,2.871116068586629,2.2250272e-06,1.3014588e-05,1e-07,0.25,-2.3917184,-2.3799505,4.196383,-14.694135,11.353913,0.0066135405,0.022453625,0.014196479273140269,0.018633540372670804,0.0547147,0.25748238,True,0.45805074978358573
TRIM3,0.9498,0.05020000000000002,2.9402362207427024,3.2154828e-06,1.5773623e-05,1e-07,0.25,-2.3909194,-2.2945943,2.1639884,-10.321333,5.45767,0.008377709,0.022230035,0.024417944349801265,0.044858523119392625,0.08444125,0.22709653,True,0.4683822233670314
ABR,0.9522,0.047799999999999954,2.9917492585600054,2.0966465e-05,0.00012886856,1e-07,0.25,-2.3901577,-2.377007,1.7288454,-8.427911,3.7056532,0.03254569,0.16019139,0.08006814310051112,0.19151138716356,0.32559457,1.6656477,True,0.4759251920856262
KCNQ4,0.9474,0.05259999999999998,2.8910050911871408,9.670773e-07,3.9402807e-06,1e-07,0.25,-2.3895028,-2.386261,2.439278,-13.085521,7.669388,0.0021150769,0.0070009935,0.014196479273140269,0.010351966873706002,0.016027858,0.06782955,True,0.4610488564980408
TMEM106A,0.9426,0.05740000000000001,2.798597547557051,1.3675134e-06,6.9441476e-06,1e-07,0.25,-2.3894732,-2.3913298,2.3372607,-11.795569,6.9070473,0.002270476,0.008212431,0.010789324247586603,0.01794340924775707,0.02158496,0.07844079,True,0.44694044923483234
SIDT1,0.9458,0.054200000000000026,2.859350047835406,4.6386936e-06,2.8719613e-05,1e-07,0.25,-2.3892891,-2.329373,1.9902085,-10.408292,4.9490128,0.0065536345,0.032957632,0.023850085178875654,0.049689440993788726,0.055413023,0.3296735,True,0.4562673259004229
B4GALNT3,0.9528,0.04720000000000002,3.005010924080578,1.0095495e-05,4.3744032e-05,1e-07,0.25,-2.389235,-2.371489,2.3190386,-10.60347,5.987507,0.018507067,0.062369566,0.052810902896081806,0.09661835748792229,0.1659696,0.63986486,True,0.4778460551416604
ABCA2,0.95,0.050000000000000044,2.9444387896927755,6.6476046e-06,3.1313637e-05,1e-07,0.25,-2.3882895,-2.3601003,2.1408792,-9.428068,6.044842,0.012826328,0.043116845,0.0420215786484952,0.06659765355417509,0.1109476,0.46159422,True,0.46900253045682727
TNFSF13,0.9466,0.0534,2.8750656948042224,4.9029113e-06,2.0257636e-05,1e-07,0.25,-2.3879993,-2.3375401,3.994078,-12.27846,11.613338,0.0064608594,0.026748942,0.017035775127768323,0.03519668737060042,0.05882351,0.2615852,True,0.4586477727155367
POU6F2,0.9544,0.045599999999999974,3.041174945442932,2.8261697e-06,6.4452747e-06,1e-07,0.25,-2.3879673,-2.5554266,3.6794412,-15.25818,9.6101885,0.005798901,0.01393356,0.019307211811470767,0.026570048309178765,0.04359935,0.12182534,True,0.48304140393188255
AKR1E2,0.9488000000000001,0.05119999999999991,2.9194583114251484,1.2101674e-06,9.406764e-06,1e-07,0.25,-2.3864846,-2.5448456,2.96811,-11.764935,9.525703,0.0030123875,0.017423773,0.010221465076660993,0.02242926155969635,0.028984344,0.16834004,True,0.46530227811313163
CCNL2,0.9518,0.04820000000000002,2.982995710668006,2.954669e-05,0.00017939195,1e-07,0.25,-2.3851216,-2.3939362,1.7138511,-7.2080517,4.91383,0.055786077,0.25379154,0.15161839863713808,0.29054520358868335,0.477608,2.6572309,True,0.47465262889302956
TNFSF15,0.9516,0.0484,2.978644768603285,5.237203e-06,2.9623276e-05,1e-07,0.25,-2.3848143,-2.4688025,2.14437,-10.702057,5.7148056,0.0094164815,0.03728365,0.02839295854628054,0.050379572118702455,0.078113504,0.36819786,True,0.4740187126172034
SBNO2,0.9454,0.05459999999999998,2.8515740630356436,1.0456748e-05,6.243314e-05,1e-07,0.25,-2.3830318,-2.382804,1.9960449,-9.016736,4.7919817,0.023762984,0.0827028,0.06757524134014768,0.12146307798481652,0.22206883,0.8628949,True,0.4550846558767302
PTPRH,0.9514,0.04859999999999998,2.974310857841264,6.9597445e-06,3.3997436e-05,1e-07,0.25,-2.382799,-2.4315324,2.620418,-12.212484,7.4632063,0.017178765,0.05089226,0.04429301533219764,0.08902691511387127,0.17184386,0.5034452,True,0.47338635653071826
TANC1,0.945,0.05500000000000005,2.843851571025116,1.2880756e-05,5.8237856e-05,1e-07,0.25,-2.3799093,-2.312098,2.1154466,-9.320742,4.5670567,0.028378597,0.08861883,0.08233957978421357,0.11801242236024788,0.24529478,0.9237202,True,0.453906925558603
PAN2,0.9484,0.05159999999999998,2.911254498449377,5.3103854e-06,3.4389188e-05,1e-07,0.25,-2.3784986,-2.3891554,1.9478476,-8.904615,4.328104,0.009760214,0.05848072,0.03520726859738787,0.07556935817805356,0.08792065,0.5917835,True,0.464080172626863
COL9A2,0.9476,0.0524,2.8950257006709337,1.0932834e-05,7.948042e-05,1e-07,0.25,-2.3782487,-2.4945517,2.5139637,-9.471633,7.1351223,0.018799406,0.09183176,0.04145371947756959,0.10731538992408508,0.19412121,0.97128326,True,0.46165242355687564
PRR3,0.9534,0.046599999999999975,3.0184337975356508,4.476771e-06,2.4330737e-05,1e-07,0.25,-2.3767571,-2.4031987,1.8481928,-9.030206,3.8999767,0.009845437,0.056713413,0.02725724020442932,0.07246376811594178,0.09335424,0.57812136,True,0.47978165504891845
BEST1,0.9486,0.0514,2.9153488569717028,3.1496331e-06,1.8117766e-05,1e-07,0.25,-2.3743927,-2.541318,2.6603253,-10.082539,5.9943275,0.0050354777,0.02964275,0.013628620102214658,0.033126293995859236,0.045245983,0.32268938,True,0.4646905308398147
ZNF10,0.9534,0.046599999999999975,3.0184337975356508,3.9495812e-06,2.0093366e-05,1e-07,0.25,-2.37361,-2.5093036,1.8485302,-7.7522516,4.0488415,0.0074972874,0.04724045,0.019875070982396378,0.0655624568668045,0.06697309,0.47842672,True,0.47978165504891845
FAT1,0.948,0.052000000000000046,2.903110601914443,5.777477e-05,0.00022600271,1e-07,0.25,-2.3723626,-2.1959996,2.6088095,-11.44432,6.9764757,0.09207025,0.21722122,0.2044293015332199,0.24982746721877008,0.7971535,2.2456522,True,0.4628635817943184
SPATA6L,0.9492,0.050799999999999956,2.9277229836619862,2.6860391e-06,1.5241267e-05,1e-07,0.25,-2.3722684,-2.4384995,1.89261,-8.414721,4.27923,0.005335494,0.027199171,0.018171493469619545,0.03657694962042788,0.048153915,0.2867843,True,0.46652998211484026
TANC2,0.9494,0.05059999999999998,2.931878442728327,2.2441354e-06,1.1535252e-05,1e-07,0.25,-2.3717244,-2.3567514,3.5086448,-14.067496,9.945597,0.005617825,0.017905984,0.016467915956842712,0.022084195997239483,0.056728635,0.18061855,True,0.4671459602722071
